goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	NUMBER	Number			G	Global	[2005-2014,2017]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2005-2014,2017]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction		C : Country data	2042.0	False	2042	C : Country data	97.0	False	97	C : Country data	4224.0	False	4224	C : Country data	7774.0	False	7774	C : Country data	631.0	False	631	C : Country data	521911.0	False	521911	C : Country data	125.0	False	125	C : Country data	260.0	False	260	C : Country data	185.0	False	185	C : Country data	3290.0	False	3290									C : Country data	0.0	False	0	0.0	False	0	2017
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	NUMBER	Number			G	Global	[2005-2017]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2005-2017]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction		C : Country data	12847.0	False	12847	C : Country data	3249.0	False	3249	C : Country data	3983.0	False	3983	C : Country data	7336.0	False	7336	C : Country data	3412.0	False	3412	C : Country data	6064.0	False	6064	C : Country data	7323.0	False	7323	C : Country data	3052.0	False	3052	C : Country data	3021.0	False	3021	C : Country data	2404.0	False	2404	C : Country data	2612.0	False	2612	C : Country data	4.0	False	4	C : Country data	366.0	False	366	366.0	False	366	2017
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	NUMBER	Number			G	Global	[2005-2009,2011-2014]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2005-2009,2011-2014]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction		C : Country data	0.0	False	0	C : Country data	0.0	False	0	C : Country data	0.0	False	0	C : Country data	0.0	False	0	C : Country data	0.0	False	0					C : Country data	0.0	False	0	C : Country data	160.0	False	160	C : Country data	10.0	False	10	C : Country data	9.0	False	9													9.0	False	9	2014
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732																																																																	
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	NUMBER	Number			G	Global	[2005,2007,2009-2010]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2005,2007,2009-2010]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction		C : Country data	140.0	False	140					C : Country data	0.0	False	0					C : Country data	0.0	False	0	C : Country data	668.0	False	668																													668.0	False	668	2010
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	NUMBER	Number			G	Global	[2005-2017]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2005-2017]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction		C : Country data	35.0	False	35	C : Country data	2.0	False	2	C : Country data	174.0	False	174	C : Country data	274.0	False	274	C : Country data	853.0	False	853	C : Country data	39.0	False	39	C : Country data	19.0	False	19	C : Country data	770.0	False	770	C : Country data	21.0	False	21	C : Country data	3.0	False	3	C : Country data	22.0	False	22	C : Country data	205.0	False	205	C : Country data	21.0	False	21	21.0	False	21	2017
13	13.1	13.1.1	VC_DSR_DYDN	Number destroyed dwellings attributed to disasters (number)	2019.Q1.G.03	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	NUMBER	Number			G	Global	[2016-2017]: Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.”	[2016-2017]: UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction																																														C : Country data	0.0	False	0	C : Country data	0.0	False	0	0.0	False	0	2017
