goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2000	value_numeric_part_2000	value_is_censored_2000	value_detail_2000	nature_2001	value_numeric_part_2001	value_is_censored_2001	value_detail_2001	nature_2002	value_numeric_part_2002	value_is_censored_2002	value_detail_2002	nature_2003	value_numeric_part_2003	value_is_censored_2003	value_detail_2003	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	20.946	False	20.946	E : Estimated data	24.844	False	24.844	E : Estimated data	26.55	False	26.55	E : Estimated data	27.795	False	27.795	E : Estimated data	29.742	False	29.742	E : Estimated data	31.96	False	31.96	E : Estimated data	35.203	False	35.203	E : Estimated data	37.31	False	37.31	E : Estimated data	40.882	False	40.882	E : Estimated data	44.051	False	44.051	E : Estimated data	49.899	False	49.899	E : Estimated data	53.297	False	53.297	E : Estimated data	57.319	False	57.319	E : Estimated data	59.836	False	59.836	E : Estimated data	63.047	False	63.047	E : Estimated data	70.895	False	70.895	E : Estimated data	73.334	False	73.334	73.334	False	73.334	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	3.422	False	3.422	E : Estimated data	3.459	False	3.459	E : Estimated data	2.907	False	2.907	E : Estimated data	3.275	False	3.275	E : Estimated data	3.466	False	3.466	E : Estimated data	4.13	False	4.13	E : Estimated data	4.151	False	4.151	E : Estimated data	4.798	False	4.798	E : Estimated data	5.273	False	5.273	E : Estimated data	4.269	False	4.269	E : Estimated data	4.048	False	4.048	E : Estimated data	4.673	False	4.673	E : Estimated data	5.439	False	5.439	E : Estimated data	5.244	False	5.244	E : Estimated data	5.22	False	5.22	E : Estimated data	4.699	False	4.699	E : Estimated data	4.871	False	4.871	4.871	False	4.871	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	113.773	False	113.773	E : Estimated data	115.078	False	115.078	E : Estimated data	107.597	False	107.597	E : Estimated data	112.44	False	112.44	E : Estimated data	111.062	False	111.062	E : Estimated data	107.387	False	107.387	E : Estimated data	105.441	False	105.441	E : Estimated data	101.798	False	101.798	E : Estimated data	103.705	False	103.705	E : Estimated data	96.761	False	96.761	E : Estimated data	103.665	False	103.665	E : Estimated data	92.792	False	92.792	E : Estimated data	92.308	False	92.308	E : Estimated data	93.556	False	93.556	E : Estimated data	87.378	False	87.378	E : Estimated data	92.65	False	92.65	E : Estimated data	91.559	False	91.559	91.559	False	91.559	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	7.107	False	7.107	E : Estimated data	6.813	False	6.813	E : Estimated data	7.152	False	7.152	E : Estimated data	7.826	False	7.826	E : Estimated data	8.527	False	8.527	E : Estimated data	9.071	False	9.071	E : Estimated data	9.874	False	9.874	E : Estimated data	10.79	False	10.79	E : Estimated data	11.746	False	11.746	E : Estimated data	12.401	False	12.401	E : Estimated data	13.711	False	13.711	E : Estimated data	14.946	False	14.946	E : Estimated data	16.733	False	16.733	E : Estimated data	16.91	False	16.91	E : Estimated data	18.304	False	18.304	E : Estimated data	18.19	False	18.19	E : Estimated data	20.193	False	20.193	20.193	False	20.193	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	13.718	False	13.718	E : Estimated data	13.501	False	13.501	E : Estimated data	14.219	False	14.219	E : Estimated data	14.546	False	14.546	E : Estimated data	15.187	False	15.187	E : Estimated data	15.858	False	15.858	E : Estimated data	17.462	False	17.462	E : Estimated data	18.415	False	18.415	E : Estimated data	20.24	False	20.24	E : Estimated data	20.204	False	20.204	E : Estimated data	20.483	False	20.483	E : Estimated data	23.401	False	23.401	E : Estimated data	21.645	False	21.645	E : Estimated data	21.51	False	21.51	E : Estimated data	19.113	False	19.113	E : Estimated data	19.241	False	19.241	E : Estimated data	21.959	False	21.959	21.959	False	21.959	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	4.034	False	4.034	E : Estimated data	3.866	False	3.866	E : Estimated data	4.027	False	4.027	E : Estimated data	3.915	False	3.915	E : Estimated data	3.97	False	3.97	E : Estimated data	4.279	False	4.279	E : Estimated data	4.087	False	4.087	E : Estimated data	4.32	False	4.32	E : Estimated data	4.393	False	4.393	E : Estimated data	4.09	False	4.09	E : Estimated data	3.271	False	3.271	E : Estimated data	3.884	False	3.884	E : Estimated data	4.986	False	4.986	E : Estimated data	5.416	False	5.416	E : Estimated data	6.986	False	6.986	E : Estimated data	7.069	False	7.069	E : Estimated data	6.954	False	6.954	6.954	False	6.954	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	292.402	False	292.402	E : Estimated data	298.972	False	298.972	E : Estimated data	298.265	False	298.265	E : Estimated data	292.507	False	292.507	E : Estimated data	309.85	False	309.85	E : Estimated data	310.587	False	310.587	E : Estimated data	314.082	False	314.082	E : Estimated data	329.654	False	329.654	E : Estimated data	347.945	False	347.945	E : Estimated data	324.436	False	324.436	E : Estimated data	370.615	False	370.615	E : Estimated data	389.716	False	389.716	E : Estimated data	422.45	False	422.45	E : Estimated data	451.514	False	451.514	E : Estimated data	475.626	False	475.626	E : Estimated data	451.497	False	451.497	E : Estimated data	416.693	False	416.693	416.693	False	416.693	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	4.426	False	4.426	E : Estimated data	4.311	False	4.311	E : Estimated data	4.361	False	4.361	E : Estimated data	5.249	False	5.249	E : Estimated data	4.92	False	4.92	E : Estimated data	4.823	False	4.823	E : Estimated data	7.216	False	7.216	E : Estimated data	6.844	False	6.844	E : Estimated data	7.223	False	7.223	E : Estimated data	7.434	False	7.434	E : Estimated data	6.862	False	6.862	E : Estimated data	7.013	False	7.013	E : Estimated data	6.97	False	6.97	E : Estimated data	6.854	False	6.854	E : Estimated data	6.697	False	6.697	E : Estimated data	5.978	False	5.978	E : Estimated data	6.32	False	6.32	6.32	False	6.32	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	42.167	False	42.167	E : Estimated data	45.002	False	45.002	E : Estimated data	42.461	False	42.461	E : Estimated data	46.706	False	46.706	E : Estimated data	45.774	False	45.774	E : Estimated data	46.473	False	46.473	E : Estimated data	47.623	False	47.623	E : Estimated data	50.959	False	50.959	E : Estimated data	48.5	False	48.5	E : Estimated data	42.373	False	42.373	E : Estimated data	44.362	False	44.362	E : Estimated data	49.166	False	49.166	E : Estimated data	44.415	False	44.415	E : Estimated data	39.296	False	39.296	E : Estimated data	41.576	False	41.576	E : Estimated data	43.748	False	43.748	E : Estimated data	40.513	False	40.513	40.513	False	40.513	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	9.282	False	9.282	E : Estimated data	8.2	False	8.2	E : Estimated data	8.082	False	8.082	E : Estimated data	10.259	False	10.259	E : Estimated data	9.921	False	9.921	E : Estimated data	10.477	False	10.477	E : Estimated data	9.715	False	9.715	E : Estimated data	10.117	False	10.117	E : Estimated data	7.608	False	7.608	E : Estimated data	7.214	False	7.214	E : Estimated data	7.906	False	7.906	E : Estimated data	8.102	False	8.102	E : Estimated data	11.447	False	11.447	E : Estimated data	13.168	False	13.168	E : Estimated data	16.538	False	16.538	E : Estimated data	18.671	False	18.671	E : Estimated data	21.089	False	21.089	21.089	False	21.089	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428																																																																																	
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	52.128	False	52.128	E : Estimated data	50.92	False	50.92	E : Estimated data	50.793	False	50.793	E : Estimated data	51.384	False	51.384	E : Estimated data	54.475	False	54.475	E : Estimated data	55.023	False	55.023	E : Estimated data	57.249	False	57.249	E : Estimated data	55.737	False	55.737	E : Estimated data	58.453	False	58.453	E : Estimated data	55.325	False	55.325	E : Estimated data	59.535	False	59.535	E : Estimated data	56.423	False	56.423	E : Estimated data	57.633	False	57.633	E : Estimated data	57.599	False	57.599	E : Estimated data	56.836	False	56.836	E : Estimated data	52.659	False	52.659	E : Estimated data	53.097	False	53.097	53.097	False	53.097	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	1.963	False	1.963	E : Estimated data	2.153	False	2.153	E : Estimated data	2.211	False	2.211	E : Estimated data	2.378	False	2.378	E : Estimated data	2.378	False	2.378	E : Estimated data	2.639	False	2.639	E : Estimated data	2.945	False	2.945	E : Estimated data	3.571	False	3.571	E : Estimated data	3.65	False	3.65	E : Estimated data	4.37	False	4.37	E : Estimated data	4.622	False	4.622	E : Estimated data	4.845	False	4.845	E : Estimated data	5.054	False	5.054	E : Estimated data	5.171	False	5.171	E : Estimated data	6.098	False	6.098	E : Estimated data	8.012	False	8.012	E : Estimated data	9.287	False	9.287	9.287	False	9.287	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	2.788	False	2.788	E : Estimated data	2.707	False	2.707	E : Estimated data	2.896	False	2.896	E : Estimated data	2.983	False	2.983	E : Estimated data	3.014	False	3.014	E : Estimated data	2.936	False	2.936	E : Estimated data	3.106	False	3.106	E : Estimated data	4.118	False	4.118	E : Estimated data	4.269	False	4.269	E : Estimated data	4.81	False	4.81	E : Estimated data	5.051	False	5.051	E : Estimated data	4.874	False	4.874	E : Estimated data	4.962	False	4.962	E : Estimated data	5.387	False	5.387	E : Estimated data	6.027	False	6.027	E : Estimated data	5.945	False	5.945	E : Estimated data	6.113	False	6.113	6.113	False	6.113	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	TONNES_M	Millions of tonnes			G	Global		[2000-2016]: IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E : Estimated data	516.259	False	516.259	E : Estimated data	508.579	False	508.579	E : Estimated data	514.445	False	514.445	E : Estimated data	534.262	False	534.262	E : Estimated data	526.181	False	526.181	E : Estimated data	540.036	False	540.036	E : Estimated data	530.718	False	530.718	E : Estimated data	561.894	False	561.894	E : Estimated data	541.978	False	541.978	E : Estimated data	514.489	False	514.489	E : Estimated data	529.467	False	529.467	E : Estimated data	537.273	False	537.273	E : Estimated data	534.263	False	534.263	E : Estimated data	542.45	False	542.45	E : Estimated data	544.013	False	544.013	E : Estimated data	541.766	False	541.766	E : Estimated data	540.766	False	540.766	540.766	False	540.766	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834																																																																																	
