goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	ageCode	ageDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	footnotes	sources	timeDetails	nature_2004	value_numeric_part_2004	value_is_censored_2004	value_detail_2004	nature_2005	value_numeric_part_2005	value_is_censored_2005	value_detail_2005	nature_2006	value_numeric_part_2006	value_is_censored_2006	value_detail_2006	nature_2007	value_numeric_part_2007	value_is_censored_2007	value_detail_2007	nature_2008	value_numeric_part_2008	value_is_censored_2008	value_detail_2008	nature_2009	value_numeric_part_2009	value_is_censored_2009	value_detail_2009	nature_2010	value_numeric_part_2010	value_is_censored_2010	value_detail_2010	nature_2011	value_numeric_part_2011	value_is_censored_2011	value_detail_2011	nature_2012	value_numeric_part_2012	value_is_censored_2012	value_detail_2012	nature_2013	value_numeric_part_2013	value_is_censored_2013	value_detail_2013	nature_2014	value_numeric_part_2014	value_is_censored_2014	value_detail_2014	nature_2015	value_numeric_part_2015	value_is_censored_2015	value_detail_2015	nature_2016	value_numeric_part_2016	value_is_censored_2016	value_detail_2016	nature_2017	value_numeric_part_2017	value_is_censored_2017	value_detail_2017	value_numeric_part_latest	value_is_censored_latest	value_detail_latest	latest_year
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	30.66	False	30.66	C : Country data	30.64	False	30.64	C : Country data	31.24	False	31.24	C : Country data	31.67	False	31.67	C : Country data	31.56	False	31.56	C : Country data	31.21	False	31.21	C : Country data	30.75	False	30.75	C : Country data	30.41	False	30.41	C : Country data	30.91	False	30.91	C : Country data	30.1	False	30.10	C : Country data	29.11	False	29.11	C : Country data	28.69	False	28.69	C : Country data	27.7	False	27.70	C : Country data	29.61	False	29.61	29.61	False	29.61	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	13.93	False	13.93	C : Country data	13.32	False	13.32	C : Country data	13.04	False	13.04	C : Country data	12.88	False	12.88	C : Country data	12.58	False	12.58	C : Country data	11.76	False	11.76	C : Country data	11.29	False	11.29	C : Country data	15.1	False	15.10	C : Country data	15.97	False	15.97	C : Country data	15.54	False	15.54	C : Country data	14.84	False	14.84	C : Country data	13.8	False	13.80	C : Country data	12.64	False	12.64	C : Country data	12.02	False	12.02	12.02	False	12.02	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2007-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS														C : Country data	39.95	False	39.95	C : Country data	38.91	False	38.91	C : Country data	36.76	False	36.76	C : Country data	36.13	False	36.13	C : Country data	35.41	False	35.41	C : Country data	35.03	False	35.03	C : Country data	34.0	False	34.00	C : Country data	33.41	False	33.41	C : Country data	29.66	False	29.66	C : Country data	29.58	False	29.58	C : Country data	26.07	False	26.07	26.07	False	26.07	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	6.92	False	6.92	C : Country data	6.86	False	6.86	C : Country data	6.89	False	6.89	C : Country data	6.93	False	6.93	C : Country data	6.98	False	6.98	C : Country data	7.19	False	7.19	C : Country data	7.44	False	7.44	C : Country data	7.65	False	7.65	C : Country data	7.85	False	7.85	C : Country data	8.02	False	8.02	C : Country data	8.21	False	8.21	C : Country data	8.36	False	8.36	C : Country data	8.45	False	8.45	C : Country data	8.58	False	8.58	8.58	False	8.58	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	10.84	False	10.84	C : Country data	12.3	False	12.30	C : Country data	13.68	False	13.68	C : Country data	15.81	False	15.81	C : Country data	17.31	False	17.31	C : Country data	17.79	False	17.79	C : Country data	18.56	False	18.56	C : Country data	19.98	False	19.98	C : Country data	21.28	False	21.28	C : Country data	21.74	False	21.74	C : Country data	22.71	False	22.71	C : Country data	23.4	False	23.40	C : Country data	23.1	False	23.10	C : Country data	23.12	False	23.12	23.12	False	23.12	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2006-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS										C : Country data	19.22	False	19.22	C : Country data	19.55	False	19.55	C : Country data	19.42	False	19.42	C : Country data	18.86	False	18.86	C : Country data	18.76	False	18.76	C : Country data	19.98	False	19.98	C : Country data	20.76	False	20.76	C : Country data	19.35	False	19.35	C : Country data	21.03	False	21.03	C : Country data	16.14	False	16.14	C : Country data	16.5	False	16.50					16.5	False	16.50	2016
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2007-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS														C : Country data	8.3	False	8.30	C : Country data	12.24	False	12.24	C : Country data	11.68	False	11.68	C : Country data	11.31	False	11.31	C : Country data	10.49	False	10.49	C : Country data	8.88	False	8.88	C : Country data	8.9	False	8.90	C : Country data	8.23	False	8.23	C : Country data	7.55	False	7.55	C : Country data	6.7	False	6.70					6.7	False	6.70	2016
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	14.43	False	14.43	C : Country data	13.81	False	13.81	C : Country data	13.29	False	13.29	C : Country data	12.83	False	12.83	C : Country data	12.83	False	12.83	C : Country data	12.85	False	12.85	C : Country data	14.25	False	14.25	C : Country data	16.19	False	16.19	C : Country data	12.39	False	12.39	C : Country data	15.92	False	15.92	C : Country data	15.37	False	15.37	C : Country data	15.22	False	15.22	C : Country data	15.27	False	15.27	C : Country data	17.03	False	17.03	17.03	False	17.03	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	4.46	False	4.46	C : Country data	5.07	False	5.07	C : Country data	5.7	False	5.70	C : Country data	5.2	False	5.20	C : Country data	6.28	False	6.28	C : Country data	6.16	False	6.16	C : Country data	6.51	False	6.51	C : Country data	7.82	False	7.82	C : Country data	7.56	False	7.56	C : Country data	9.71	False	9.71	C : Country data	13.71	False	13.71	C : Country data	13.07	False	13.07	C : Country data	13.2	False	13.20	C : Country data	13.26	False	13.26	13.26	False	13.26	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2005-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS						C : Country data	27.38	False	27.38	C : Country data	28.18	False	28.18	C : Country data	31.71	False	31.71	C : Country data	33.83	False	33.83	C : Country data	32.21	False	32.21	C : Country data	31.38	False	31.38	C : Country data	32.15	False	32.15	C : Country data	31.75	False	31.75	C : Country data	32.45	False	32.45	C : Country data	33.31	False	33.31	C : Country data	30.42	False	30.42	C : Country data	28.94	False	28.94	C : Country data	28.32	False	28.32	28.32	False	28.32	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	6.62	False	6.62	C : Country data	6.31	False	6.31	C : Country data	6.66	False	6.66	C : Country data	7.62	False	7.62	C : Country data	8.53	False	8.53	C : Country data	8.49	False	8.49	C : Country data	8.81	False	8.81	C : Country data	8.4	False	8.40	C : Country data	8.43	False	8.43	C : Country data	8.59	False	8.59	C : Country data	8.75	False	8.75	C : Country data	8.1	False	8.10	C : Country data	8.32	False	8.32	C : Country data	7.7	False	7.70	7.7	False	7.70	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2005-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS						C : Country data	18.32	False	18.32	C : Country data	18.2	False	18.20	C : Country data	18.25	False	18.25	C : Country data	18.88	False	18.88	C : Country data	18.78	False	18.78	C : Country data	18.26	False	18.26	C : Country data	18.81	False	18.81	C : Country data	20.07	False	20.07	C : Country data	20.27	False	20.27	C : Country data	21.09	False	21.09	C : Country data	20.72	False	20.72	C : Country data	20.4	False	20.40	C : Country data	19.22	False	19.22	19.22	False	19.22	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	25.7	False	25.70	C : Country data	25.45	False	25.45	C : Country data	23.42	False	23.42	C : Country data	26.34	False	26.34	C : Country data	26.96	False	26.96	C : Country data	26.02	False	26.02	C : Country data	25.14	False	25.14	C : Country data	24.3	False	24.30	C : Country data	23.52	False	23.52	C : Country data	24.11	False	24.11	C : Country data	23.37	False	23.37	C : Country data	21.01	False	21.01	C : Country data	20.42	False	20.42	C : Country data	19.85	False	19.85	19.85	False	19.85	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	7.46	False	7.46	C : Country data	7.98	False	7.98	C : Country data	8.13	False	8.13	C : Country data	7.92	False	7.92	C : Country data	7.73	False	7.73	C : Country data	7.54	False	7.54	C : Country data	4.48	False	4.48	C : Country data	4.06	False	4.06	C : Country data	3.96	False	3.96	C : Country data	3.56	False	3.56	C : Country data	4.05	False	4.05	C : Country data	3.94	False	3.94	C : Country data	4.12	False	4.12	C : Country data	4.28	False	4.28	4.28	False	4.28	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	Y_GE15	15 years old and over																																																																					
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	20.97	False	20.97	C : Country data	25.8	False	25.80	C : Country data	23.1	False	23.10	C : Country data	22.69	False	22.69	C : Country data	23.02	False	23.02	C : Country data	23.69	False	23.69	C : Country data	23.28	False	23.28	C : Country data	23.14	False	23.14	C : Country data	22.67	False	22.67	C : Country data	22.86	False	22.86	C : Country data	20.16	False	20.16	C : Country data	20.71	False	20.71	C : Country data	19.43	False	19.43	C : Country data	18.18	False	18.18	18.18	False	18.18	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	84.92	False	84.92	C : Country data	85.41	False	85.41	C : Country data	84.48	False	84.48	C : Country data	88.27	False	88.27	C : Country data	92.17	False	92.17	C : Country data	92.05	False	92.05	C : Country data	91.65	False	91.65	C : Country data	59.82	False	59.82	C : Country data	61.15	False	61.15	C : Country data	60.58	False	60.58	C : Country data	60.21	False	60.21	C : Country data	60.14	False	60.14	C : Country data	48.39	False	48.39	C : Country data	50.87	False	50.87	50.87	False	50.87	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	1.82	False	1.82	C : Country data	1.73	False	1.73	C : Country data	1.43	False	1.43	C : Country data	1.45	False	1.45	C : Country data	1.48	False	1.48	C : Country data	1.5	False	1.50	C : Country data	1.54	False	1.54	C : Country data	1.69	False	1.69	C : Country data	1.87	False	1.87	C : Country data	2.76	False	2.76	C : Country data	3.42	False	3.42	C : Country data	3.38	False	3.38	C : Country data	3.41	False	3.41	C : Country data	4.7	False	4.70	4.7	False	4.70	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2016]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	1.56	False	1.56	C : Country data	1.59	False	1.59	C : Country data	1.71	False	1.71	C : Country data	1.83	False	1.83	C : Country data	1.87	False	1.87	C : Country data	2.03	False	2.03	C : Country data	2.26	False	2.26	C : Country data	2.48	False	2.48	C : Country data	2.7	False	2.70	C : Country data	3.21	False	3.21	C : Country data	3.14	False	3.14	C : Country data	3.18	False	3.18	C : Country data	3.17	False	3.17					3.17	False	3.17	2016
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	6.1	False	6.10	C : Country data	5.8	False	5.80	C : Country data	5.57	False	5.57	C : Country data	4.88	False	4.88	C : Country data	4.39	False	4.39	C : Country data	3.67	False	3.67	C : Country data	3.19	False	3.19	C : Country data	2.1	False	2.10	C : Country data	1.71	False	1.71	C : Country data	1.56	False	1.56	C : Country data	1.2	False	1.20	C : Country data	0.89	False	0.89	C : Country data	0.86	False	0.86	C : Country data	0.78	False	0.78	0.78	False	0.78	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2006-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS										C : Country data	2.33	False	2.33	C : Country data	3.03	False	3.03	C : Country data	3.14	False	3.14	C : Country data	3.96	False	3.96	C : Country data	4.12	False	4.12	C : Country data	4.28	False	4.28	C : Country data	4.49	False	4.49	C : Country data	4.77	False	4.77	C : Country data	5.69	False	5.69	C : Country data	6.12	False	6.12	C : Country data	7.24	False	7.24	C : Country data	7.52	False	7.52	7.52	False	7.52	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2014]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	0.49	False	0.49	C : Country data	1.01	False	1.01	C : Country data	1.1	False	1.10	C : Country data	1.14	False	1.14	C : Country data	1.23	False	1.23	C : Country data	1.32	False	1.32	C : Country data	1.71	False	1.71	C : Country data	1.76	False	1.76	C : Country data	1.86	False	1.86	C : Country data	1.99	False	1.99	C : Country data	2.01	False	2.01													2.01	False	2.01	2014
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2006-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS										C : Country data	24.58	False	24.58	C : Country data	24.67	False	24.67	C : Country data	24.61	False	24.61	C : Country data	24.19	False	24.19	C : Country data	24.05	False	24.05	C : Country data	24.17	False	24.17	C : Country data	24.27	False	24.27	C : Country data	24.14	False	24.14	C : Country data	23.94	False	23.94	C : Country data	23.64	False	23.64	C : Country data	23.0	False	23.00	C : Country data	21.48	False	21.48	21.48	False	21.48	2017
8	8.10	8.10.1	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2019.Q1.G.03	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	Y_GE15	15 years old and over	NUMBER	Number			G	Global		[2004-2017]: Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C : Country data	16.16	False	16.16	C : Country data	16.34	False	16.34	C : Country data	18.22	False	18.22	C : Country data	21.32	False	21.32	C : Country data	25.87	False	25.87	C : Country data	28.38	False	28.38	C : Country data	31.37	False	31.37	C : Country data	30.74	False	30.74	C : Country data	34.45	False	34.45	C : Country data	34.32	False	34.32	C : Country data	33.91	False	33.91	C : Country data	33.8	False	33.80	C : Country data	33.41	False	33.41	C : Country data	31.21	False	31.21	31.21	False	31.21	2017
