topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	speciesCode	speciesDesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2004	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_latest_year	latest_year
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	50.0	105.0	106.0	110.0	111.0	113.0	114.0	125.0	135.0	143.0	143.0	143.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	36.0	69.0		72.0	72.0	71.0	71.0	78.0	79.0	80.0	81.0	81.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	5.0	57.0	52.0	57.0	64.0	64.0	64.0	64.0	64.0	64.0	65.0	65.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	24.0	79.0	80.0	80.0	89.0	90.0	90.0	92.0	92.0	92.0	95.0	95.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	18.0	21.0		22.0	24.0	25.0	25.0	27.0	27.0	27.0	29.0	29.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	4.0	4.0	3.0	7.0	8.0	7.0	7.0	7.0	8.0	8.0	8.0	8.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	5.0	8.0	11.0	11.0	12.0	11.0	11.0	12.0	13.0	14.0	14.0	14.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	1.0	4.0		4.0	4.0	4.0	4.0	5.0	5.0	6.0	6.0	6.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	6.0	7.0	1.0	7.0	7.0	9.0	9.0	9.0	9.0	11.0	11.0	11.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	26.0	33.0	34.0	33.0	34.0	34.0	34.0	34.0	34.0	35.0	36.0	36.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	76.0	117.0	122.0	123.0	126.0	130.0	130.0	142.0	146.0	154.0	158.0	158.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	44.0	77.0		83.0	85.0	87.0	87.0	99.0	103.0	108.0	111.0	111.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	0.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	22.0	38.0	41.0	42.0	44.0	45.0	53.0	53.0	55.0	56.0	59.0	59.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	18.0	23.0		27.0	29.0	30.0	38.0	38.0	40.0	41.0	44.0	44.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	6.0	4.0	4.0	6.0	6.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	0.0	0.0	0.0	0.0	0.0	42.0	42.0	42.0	42.0	43.0	44.0	44.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	38.0	45.0	46.0	48.0	48.0	92.0	92.0	96.0	97.0	97.0	100.0	100.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	32.0	41.0		42.0	42.0	43.0	43.0	47.0	48.0	47.0	49.0	49.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	10.0	12.0	12.0	13.0	13.0	13.0	13.0	14.0	14.0	14.0	14.0	14.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	42.0	44.0	44.0	45.0	69.0	70.0	70.0	70.0	70.0	70.0	74.0	74.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	186.0	213.0	214.0	217.0	242.0	243.0	243.0	256.0	256.0	270.0	278.0	278.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	134.0	157.0		159.0	160.0	160.0	160.0	172.0	172.0	186.0	190.0	190.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	INVERTEBRATES	Invertebrates	Number of species	0			Excluding overseas territories.	Non compris les départements d'outre-mer.	World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	283.0	489.0	314.0	483.0	505.0	511.0	514.0	514.0	531.0	534.0	537.0	537.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	PLANTS	Plants	Number of species	0			Excluding overseas territories. [2016]: Break in the time series.	Non compris les départements d'outre-mer. [2016]: Discontinuité dans la série.	World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	56.0	67.0	67.0	86.0	90.0	91.0	91.0	93.0	94.0	106.0	109.0	109.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	_T	Total	Number of species	0			Excluding overseas territories.	Non compris les départements d'outre-mer.	World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	621.0	853.0	849.0	869.0	896.0	906.0	909.0	926.0	948.0	998.0	1010.0	1010.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	VERTEBRATES	Vertebrates	Number of species	0			[2004,2010,2012-2019]: Excluding overseas territories.	[2004,2010,2012-2019]: Non compris les départements d'outre-mer.	[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	282.0	297.0		300.0	301.0	304.0	304.0	319.0	323.0	358.0	364.0	364.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	44.0	55.0	22.0	65.0	70.0	70.0	69.0	69.0	71.0	74.0	74.0	74.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	PLANTS	Plants	Number of species	0			[2016]: Break in the time series.	[2016]: Discontinuité dans la série.	World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	3.0	4.0	13.0	13.0	13.0	13.0	13.0	21.0	21.0	25.0	26.0	26.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	67.0	82.0	99.0	102.0	107.0	107.0	106.0	117.0	118.0	127.0	128.0	128.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	20.0	23.0		24.0	24.0	24.0	24.0	27.0	26.0	28.0	28.0	28.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	1.0	11.0	11.0	11.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	PLANTS	Plants	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	5.0	7.0	7.0	8.0	8.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	_T	Total	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	42.0	62.0	67.0	68.0	71.0	72.0	81.0	85.0	86.0	90.0	89.0	89.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	VERTEBRATES	Vertebrates	Number of species	0					[2004,2010,2012-2019]: World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"[2004,2010,2012-2019]: Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	36.0	44.0		49.0	51.0	52.0	61.0	65.0	66.0	71.0	70.0	70.0	2019
13	Environment	Environnement	threatened	5	Threatened species	Threatened species	SYB003	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	INVERTEBRATES	Invertebrates	Number of species	0					World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed March 2019.	"Union internationale pour la conservation de la nature et de ses ressources (UICN), Gland et Cambridge, Liste rouge des espèces menacées publiée par l’UICN, dernier accès mars 2019.
"	0.0	13.0	13.0	14.0	14.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	2019
