topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	5972.0	5480.0	4061.0	3815.0	8565.0	2571.0	2559.0	2643.0	2562.0	2305.0	2175.0	1959.0	1741.0	1500.0	1709.0	1777.0	1481.0	1287.0	1355.0	1328.0	1217.0	1385.0	1564.0	1360.0	961.0	938.0	1564.0	1237.0	1301.0	1102.0	1130.0	1198.0	1439.0	1256.0	962.0	1356.0	1135.0	1102.0	1102.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Number	0					[1980-1982,1984-1986,1988,1992,2012-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,1984-1986,1988,1992,2012-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	34.0	51.0	45.0		34.0	66.0	35.0		36.0				31.0																				125.0	123.0	238.0	192.0	47.0	20.0	20.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Number	0					[1980-1986,1992,2001-2004,2012]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1986,1992,2001-2004,2012]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	52.0	30.0	21.0	40.0	58.0	31.0	17.0						26.0									24.0	24.0	40.0	26.0								2.0						2.0	2012
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	101.0	102.0	118.0	126.0	113.0	118.0	107.0	89.0	75.0	91.0	94.0	78.0	61.0	76.0	98.0	80.0	70.0	76.0	140.0	148.0	142.0	206.0	257.0	222.0	230.0	182.0	162.0	296.0	165.0	130.0	92.0	85.0	153.0	134.0	121.0	101.0	106.0	144.0	144.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Number	0					[1995-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1995-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																52.0	127.0	143.0	69.0	205.0	168.0	185.0	151.0	138.0	159.0	126.0	213.0	164.0	127.0	156.0	124.0	112.0	117.0	99.0	108.0	81.0	93.0	74.0	74.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Number	0					[1980-1981,1984,1999,2001-2006,2011-2016]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1981,1984,1999,2001-2006,2011-2016]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	41.0	22.0			41.0															3.0		6.0	8.0	1.0	1.0	7.0	15.0					6.0	16.0	9.0	3.0	10.0	26.0		26.0	2016
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	5918.0	4690.0	3826.0	3031.0	2764.0	1976.0	2154.0	572.0	435.0	1130.0	693.0	829.0	1447.0	1122.0	1091.0	1216.0	1182.0	901.0	623.0	1022.0	822.0	839.0	508.0	629.0	715.0	708.0	548.0	519.0	526.0	364.0	532.0	541.0	795.0	745.0	373.0	567.0	1620.0	1016.0	1016.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Number	0					[2012]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[2012]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																																	2.0						2.0	2012
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Number	0					[1980-1985,1993-1995,2012-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1985,1993-1995,2012-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	135.0	151.0	116.0	34.0	56.0	62.0								1.0	59.0	47.0																	21.0	43.0	97.0	75.0	86.0	63.0	63.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Number	0					[1999,2003-2006,2008,2010-2014,2016-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1999,2003-2006,2008,2010-2014,2016-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																				5.0				21.0	14.0	46.0	272.0		127.0		173.0	115.0	57.0	31.0	5.0		12.0	4.0	4.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Number	0					[1980-1982,2011-2013,2015-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1982,2011-2013,2015-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	18.0	34.0	29.0																													6.0	1.0	3.0		4.0	3.0	4.0	4.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Number	0					[1980-1996,1998-1999,2001-2002,2005-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1996,1998-1999,2001-2002,2005-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	3843.0	10292.0	10074.0	6061.0	4887.0	3934.0	2935.0	2184.0	3040.0	3510.0	3355.0	2419.0	1822.0	2649.0	2469.0	2659.0	1487.0		2825.0	3219.0		3589.0	4623.0			2439.0	2465.0	1855.0	2513.0	2772.0	3251.0	3439.0	2830.0	2972.0	2749.0	3411.0	4195.0	5450.0	5450.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Number	0					[1988,2006,2011-2016]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1988,2006,2011-2016]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.									1.0																		7.0					2.0	4.0	10.0	28.0	8.0	4.0		4.0	2016
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Number	0					[1983-1989]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1983-1989]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.				4.0	12.0	4.0	8.0	6.0	2.0	1.0																													1.0	1989
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Number	0					[1994-2014,2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1994-2014,2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.															41.0	42.0	21.0	42.0	32.0	34.0	21.0	21.0	21.0	43.0	31.0	26.0	41.0	64.0	75.0	42.0	40.0	53.0	86.0	93.0	71.0			41.0	41.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1798.0	1800.0	1719.0	1715.0	1725.0	130.0	270.0	185.0	164.0	209.0	277.0	417.0	394.0	251.0	280.0	375.0	530.0	448.0	534.0	533.0	481.0	425.0	376.0	389.0	299.0	313.0	317.0	264.0	268.0	242.0	251.0	128.0	101.0	125.0	72.0	37.0	42.0	77.0	77.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Number	0					[1980-1984,1986,1989-1990,1992-1996]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1984,1986,1989-1990,1992-1996]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	10.0	5.0	2.0	2.0	7.0		2.0			2.0	2.0		2.0	1.0	4.0	1.0	5.0																						5.0	1996
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Number	0					[1993-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1993-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.														237.0	405.0	633.0	409.0	483.0	656.0	550.0	537.0	529.0	682.0	1061.0	861.0	955.0	1130.0	1379.0	1252.0	1297.0	1222.0	1474.0	1291.0	1117.0	1938.0	902.0	949.0	861.0	861.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Number	0					[2015]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[2015]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																																				1.0			1.0	2015
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	22894.0	24165.0	22447.0	20999.0	20545.0	18697.0	17550.0	14649.0	16813.0	16299.0	14187.0	15473.0	18332.0	14580.0	11641.0	9139.0	7145.0	7283.0	9572.0	13778.0	12125.0	12019.0	8910.0	11551.0	13077.0	15516.0	14972.0	18550.0	18703.0	19497.0	19120.0	20762.0	21819.0	23833.0	23749.0	22201.0	26424.0	24099.0	24099.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Number	0					[1980-2013,2015-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-2013,2015-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	620.0	77.0	264.0	82.0	105.0	112.0	97.0	124.0	127.0	110.0	134.0	104.0	58.0	85.0	66.0	159.0	205.0	160.0	141.0	179.0	228.0	180.0	113.0	132.0	188.0	180.0	137.0	91.0	159.0	265.0	504.0	272.0	126.0	236.0		262.0	123.0	178.0	178.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	817.0	635.0	676.0	662.0	672.0	448.0	415.0	285.0	435.0	594.0	590.0	497.0	456.0	307.0	122.0	133.0	181.0	227.0	429.0	418.0	601.0	406.0	457.0	231.0	351.0	311.0	406.0	583.0	1398.0	1797.0	1020.0	1013.0	770.0	898.0	1168.0	1058.0	2077.0	1574.0	1574.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Number	0			[1985-1989,1991-2017]: For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.	[1985-1989,1991-2017]: Pour la présentation des statistiques, les données pour la Chine ne comprennent pas la région administrative spéciale de Hong Kong (RAS de Hong Kong), la région administrative spéciale de Macao (RAS de Macao) et la province chinoise de Taïwan.	[1985-1989,1991-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1985-1989,1991-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.						44.0	56.0	422.0	1025.0	2303.0		4122.0	3966.0	6556.0	3883.0	3393.0	2976.0	3494.0	4735.0	7637.0	13058.0	16296.0	21257.0	37154.0	49360.0	53305.0	57786.0	67948.0	93706.0	128389.0	135110.0	172113.0	217105.0	207688.0	233228.0	359316.0	404208.0	420144.0	420144.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Number	0					[1980-1981,1983-1989,1991-2008,2010-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1981,1983-1989,1991-2008,2010-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	403.0	206.0		565.0	539.0	169.0	98.0	424.0	538.0	662.0		425.0	248.0	280.0	690.0	365.0	370.0	505.0	476.0	590.0	595.0	363.0	372.0	291.0	294.0	256.0	223.0	227.0	409.0		639.0	617.0	1667.0	2264.0	1212.0	1003.0	917.0	1164.0	1164.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Number	0					[1986,1988,1994-1996]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1986,1988,1994-1996]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.							85.0		74.0						21.0	15.0	13.0																						13.0	1996
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Number	0					[1980-1983,1986-1990,1993,2010-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1983,1986-1990,1993,2010-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	32.0	28.0	33.0	19.0			18.0	13.0	5.0	6.0	12.0			6.0																	45.0	38.0	65.0	106.0	114.0	130.0	67.0	190.0	190.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Number	0					[1995-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1995-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.																25.0	281.0	119.0	244.0	275.0	379.0	221.0	187.0	177.0	135.0	140.0	183.0	147.0	138.0	154.0	82.0	184.0	155.0	159.0	90.0	45.0	35.0	20.0	20.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Number	0					[1980-1997,1999,2004-2009,2011-2014,2016-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1997,1999,2004-2009,2011-2014,2016-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	156.0	64.0	150.0	176.0	216.0	18.0	10.0	15.0	14.0	7.0	30.0	3.0	11.0	12.0	132.0	77.0	50.0	42.0		70.0					110.0	64.0	73.0	70.0	92.0	140.0		154.0	84.0	125.0	94.0		93.0	74.0	74.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Number	0					[1980-1986,1990-1992,2003-2005,2008-2013]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1980-1986,1990-1992,2003-2005,2008-2013]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	67.0	27.0	44.0	49.0	56.0	43.0	29.0				43.0	54.0	57.0											112.0	120.0	68.0			36.0	12.0	19.0	1.0	5.0	1.0					1.0	2013
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Number	0					[1993-2017]: World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	[1993-2017]: Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.														860.0	725.0	1299.0	1290.0	1477.0	1451.0	1482.0	1611.0	1719.0	1454.0	1831.0	1514.0	1551.0	1324.0	1203.0	1280.0	1293.0	911.0	687.0	668.0	611.0	688.0	749.0	781.0	669.0	669.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Number	0																																														
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Number	0					World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed February 2018.	Organisation mondiale de la propriété intellectuelle (OMPI), Genève, la base de données statistiques de l’OMPI, dernier accès fèvrier 2018.	1645.0	1439.0	1530.0	1155.0	1089.0	1054.0	958.0	1129.0	2815.0	2616.0	2376.0	2597.0	3258.0	3084.0	1771.0	1120.0	816.0	671.0	352.0	534.0	405.0	370.0	465.0	513.0	784.0	389.0	162.0	221.0	225.0	211.0	155.0	110.0	190.0	309.0	292.0	430.0	409.0	419.0	419.0	2017
14	Science and technology	Science et technologie	patents	67	Patents	Grants of patents	SYB059	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Number	0																																														
