topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	ODACode	ODADesc	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_1975	value_1976	value_1977	value_1978	value_1979	value_1980	value_1981	value_1982	value_1983	value_1984	value_1985	value_1986	value_1987	value_1988	value_1989	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	5.43	4.87	8.04	7.24	7.22	6.77	5.12	6.92	5.48	5.7	4.34	5.8	6.51	5.12	5.04	5.55	5.1	4.61	3.42	3.98	2.64	2.02	1.74	1.9100000000000001	1.9	1.77	1.65	1.42	2.08	2.09	1.73	1.36	1.54	1.79	0.9800000000000001	1.06	1.04	1.49	1.63	1.31	1.24	1.07	1.44	1.44	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	_T	Total	Percent of GNI	0					[1991-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1991-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																	0.13	2.11	9.92	14.54	14.85	17.8	9.57	9.94	11.01	10.99	9.69	11.98	8.63	6.95	3.38	3.22	3.63	2.4	4.5	3.3	3.58	2.45	2.38	2.2	3.16	3.03	2.13	2.13	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	_T	Total	Percent of GNI	0					[1990-2010]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1990-2010]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																0.12000000000000001	0.12000000000000001	0.07	0.25	0.14	0.02	0.24000000000000002	0.23	0.61	-0.02	0.060000000000000005	0.01	0.15	0.67	0.89	-0.02	-0.02	0.43	0.21000000000000002	0.28	0.36000000000000004								0.36000000000000004	2010
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	_T	Total	Percent of GNI	0					[1975-1995]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1975-1995]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.01	0.01	0.02	0.030000000000000002	0.030000000000000002	0.04	0.030000000000000002	0.01	0.01	0.01	0.09000000000000001	0.01	0.02	0.0	0.01	2.62	-0.29000000000000004	-0.3	-0.27	-0.67	-0.1																							-0.1	1995
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	_T	Total	Percent of GNI	0					[1980-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1980-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.						7.33	8.39	9.78	10.31	12.38	14.96	22.07	16.47	13.91	14.1	14.75	24.28	23.84	29.26	28.85	26.11	20.32	17.71	16.34	18.91	10.73	11.47	11.35	11.98	10.5	9.76	10.34	8.11	6.46	8.35	6.5	6.96	9.61	8.17	7.21	5.18	2.54	5.1	5.1	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	1.8900000000000001	1.92	2.04	2.96	2.73	3.04	1.98	2.1	2.92	2.2800000000000002	3.22	6.88	6.9	9.42	10.84	10.48	9.37	12.04	9.88	9.31	10.45	10.51	8.13	6.59	6.43	5.21	8.52	7.8	9.8	8.42	5.92	7.31	3.47	3.65	3.67	2.98	2.39	2.6	2.44	2.15	2.48	2.09	2.61	2.61	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	_T	Total	Percent of GNI	0					[1994-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1994-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																				37.45	59.43	33.22	25.03	18.57	23.76	12.11	10.18	7.76	6.09	6.52	4.62	4.05	3.69	2.35	2.2800000000000002	2.93	3.33	3.27	2.83	3.37	2.18	2.63	2.43	2.43	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	14.35	12.74	10.45	11.66	12.12	10.38	8.68	9.69	9.1	9.04	9.39	7.85	8.96	6.07	5.61	3.94	3.27	2.61	2.92	2.11	1.9100000000000001	1.62	2.5	2.16	1.17	0.56	0.54	0.79	0.41000000000000003	0.5800000000000001	0.53	0.7100000000000001	1.03	7.09	2.8200000000000003	1.26	0.76	0.5	0.74	0.63	0.46	0.5900000000000001	0.6	0.6	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	0.11	0.060000000000000005	0.04	0.05	0.04	0.04	0.09000000000000001	0.07	0.060000000000000005	0.08	0.04	0.060000000000000005	0.1	0.07	0.05	0.04	0.030000000000000002	-0.060000000000000005	0.05	0.05	0.030000000000000002	0.030000000000000002	0.030000000000000002	0.030000000000000002	0.030000000000000002	0.04	0.05	0.05	0.04	0.030000000000000002	0.030000000000000002	0.01	0.030000000000000002	0.030000000000000002	0.02	0.02	0.030000000000000002	0.05	0.05	0.04	0.060000000000000005	0.04	0.01	0.01	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	8.22	13.07	8.51	14.02	14.09	7.51	5.92	6.91	8.19	7.06	11.02	10.69	8.73	8.15	8.06	7.52	5.02	5.21	5.74	5.79	3.15	3.42	2.18	2.21	6.84	2.07	2.79	2.69	1.4100000000000001	0.7100000000000001	1.17	0.7100000000000001	1.88	1.94	2.14	1.9500000000000002	1.51	1.8	3.43	2.41	1.6800000000000002	2.04	2.02	2.02	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	45.51	36.47	27.42	38.38	25.08	38.02	23.15	20.34	21.5	10.95	12.38	20.33	32.24	24.6	20.02	20.1	16.02	17.12	20.95	16.17	14.9	12.61	7.46	6.17	8.42	15.68	14.69	7.7	18.66	32.07	47.3	43.32	49.41	43.61	47.52	66.97	48.72	32.77	27.58	18.23	16.95	15.12	15.26	15.26	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	_T	Total	Percent of GNI	0					[1989-1995]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1989-1995]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.															0.15	0.11	0.1	0.13	0.12000000000000001	0.13	0.09000000000000001																							0.09000000000000001	1995
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	_T	Total	Percent of GNI	0					[2000-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2000-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																										1.19	1.94	1.76	1.2	1.17	1.21	1.0	0.9700000000000001	1.6800000000000002	0.9700000000000001	0.7200000000000001	0.63	0.88	6.76	2.22	2.04	2.51	2.34	2.34	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	11.52	10.02	8.87	12.4	12.22	12.58	12.49	12.46	12.81	14.13	12.12	16.2	17.83	18.93	18.82	23.51	22.18	28.93	23.35	34.04	29.04	12.93	5.88	7.77	9.42	10.54	16.12	21.17	29.67	40.41	33.23	34.18	37.37	32.39	33.41	31.15	24.48	21.28	20.58	16.7	11.96	24.7	12.33	12.33	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	_T	Total	Percent of GNI	0					[2005-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[2005-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																															0.19	0.2	0.19	0.19	0.2	0.24000000000000002	0.2	0.16	0.15	0.16	0.19	-0.05	-0.48000000000000004	-0.48000000000000004	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	_T	Total	Percent of GNI	0					[1995-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1995-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.																					14.96	11.24	9.54	10.06	7.34	9.78	9.55	9.94	9.89	7.94	7.54	6.85	7.65	6.17	6.41	6.35	5.66	6.06	5.54	5.07	4.01	3.88	4.11	4.11	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	4.48	4.97	6.88	4.45	5.06	4.71	2.89	3.08	1.84	2.43	1.9300000000000002	2.07	1.67	2.21	4.14	4.16	4.43	6.65	3.68	7.28	4.87	4.15	4.89	4.92	4.05	3.97	4.74	5.55	6.32	4.59	2.39	8.98	8.87	2.12	2.48	2.09	2.11	2.08	2.37	2.47	2.18	2.4	3.54	3.54	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	_T	Total	Percent of GNI	0					[1980-2017]: Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	[1980-2017]: Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.						44.49	34.78	37.79	42.57	47.34	47.99	55.36	35.94	31.09	30.62	34.07	31.78	32.54	23.41	29.48	23.86	23.39	22.79	25.15	23.45	18.03	14.01	15.26	18.19	15.87	17.36	13.09	11.2	12.74	11.8	20.55	14.03	14.65	13.73	13.1	9.94	7.19	7.29	7.29	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	_T	Total	Percent of GNI	0																																																			
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	14.52	8.6	8.85	8.33	11.99	13.76	14.5	12.07	14.25	20.97	12.1	12.17	15.29	16.55	15.63	17.55	12.74	12.73	13.63	20.19	15.34	17.14	9.93	12.71	11.98	8.42	8.25	6.11	4.53	8.76	6.7	9.22	10.67	13.27	12.2	13.08	12.19	10.46	13.31	35.73	30.59	28.5	25.99	25.99	2017
19	Development assistance	Aide au développement	odabimulti	77	Net disbursements of official development assistance to recipients	Net disbursements of official development assistance received as percent of GNI	SYB071	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	_T	Total	Percent of GNI	0					Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019.	Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès juin 2019.	4.2	5.25	4.97	11.91	9.22	9.37	8.32	8.25	8.57	7.3	7.37	7.96	6.45	8.2	7.8100000000000005	7.72	8.27	5.27	5.27	4.4	3.67	2.54	1.7000000000000002	2.07	1.18	1.3900000000000001	1.7200000000000002	1.53	2.81	2.0	4.31	2.46	1.58	1.6	1.46	1.0	0.9500000000000001	0.73	0.56	0.63	0.54	0.45	0.35000000000000003	0.35000000000000003	2017
