topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_latest_year	latest_year
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	40	Austria	AUT	1	14.14172472	47.58704857	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		24.45	20.33	21.02	21.6	35.22	30.71	39.32	44.74	45.59	43.1	40.8	38.95	38.95	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	44	Bahamas	BHS	1	-78.05111663	24.69546597	Incidents per 100,000 population	0					[2005-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			133.34	150.98	172.38	159.79	166.02	85.64	64.9	80.29				80.29	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	48	Bahrain	BHR	1	50.5490754	26.04407747	Incidents per 100,000 population	0					[2007-2008]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007-2008]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					14.12	15.68								15.68	2008
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	50	Bangladesh	BGD	1	89.17660788	22.86961622	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	51	Armenia	ARM	1	44.93839317	40.29499741	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		1.59	1.69	1.73	1.1	2.12	2.46	2.77	2.39	3.5300000000000002	3.88	3.23	3.98	3.98	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	52	Barbados	BRB	1	-59.5346489	13.13648273	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		74.7	70.07	72.72	72.42	61.66	62.49	60.45	65.57	58.6	60.18	57.87	68.26	68.26	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	56	Belgium	BEL	1	4.660976456	50.64104975	Incidents per 100,000 population	0					[2003,2005-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2003,2005-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	53.38		57.26	61.06	61.27	61.1	62.38	64.89	66.08	64.02	64.18	60.34	55.11	55.11	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	21	Northern America	1	60	Bermuda	BMU	0	-64.78155012	32.27881922	Incidents per 100,000 population	0					[2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							121.3	143.85	100.66	98.13	111.51	96.19	137.09	137.09	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	64	Bhutan	BTN	1	90.45098484	27.39598568	Incidents per 100,000 population	0					[2008-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						5.76	9.61	9.86	8.88	10.22	8.48	10.59		10.59	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	68	Bolivia (Plurinational State of)	BOL	1	-64.66224284	-16.71273412	Incidents per 100,000 population	0					[2005-2012]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2005-2012]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.			18.9	20.8	25.39	26.78	30.29	39.77	35.1	47.12				47.12	2012
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	70	Bosnia and Herzegovina	BIH	1	17.78584332	44.16845548	Incidents per 100,000 population	0					[2007-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2007-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.					4.58	4.43	2.32	3.83	4.36	3.63	3.58	3.51	4.3	4.3	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	18	Southern Africa	1	72	Botswana	BWA	1	23.81380223	-22.18810073	Incidents per 100,000 population	0					[2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.												123.88		123.88	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	76	Brazil	BRA	1	-53.08432878	-10.77668561	Incidents per 100,000 population	0					[2006-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				14.26	15.22	16.57	19.53	23.43	22.59	26.37	27.54			27.54	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	84	Belize	BLZ	1	-88.70199554	17.19965901	Incidents per 100,000 population	0					[2009-2012,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2012,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							64.35	40.42	36.76	32.37		42.36		42.36	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	54	Melanesia	1	90	Solomon Islands	SLB	1	160.1584117	-9.622391719	Incidents per 100,000 population	0					[2004-2008]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2008]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		69.67	43.47	48.05	28.25	24.23								24.23	2008
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	92	British Virgin Islands	VGB	0	-64.63294223	18.42256578	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	96	Brunei Darussalam	BRN	1	114.6288563	4.49736984	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	151	Eastern Europe	1	100	Bulgaria	BGR	1	25.23763153	42.75731323	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	16.49	15.18	13.5	11.95	10.09	9.97	9.73	9.4	8.82	9.53	8.71	8.47	8.43	8.43	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	104	Myanmar	MMR	1	96.51752295	21.19332882	Incidents per 100,000 population	0					[2009-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							0.44	0.48000000000000004	0.55	0.45	0.68			0.68	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	108	Burundi	BDI	1	29.89080992	-3.366387428	Incidents per 100,000 population	0					[2008-2011,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2011,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						6.79	7.66	7.39	6.78			11.69		11.69	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	151	Eastern Europe	1	112	Belarus	BLR	1	28.04940161	53.54193075	Incidents per 100,000 population	0					[2004-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		7.99	8.5	7.0	7.16	5.53	5.35	3.86	3.63	4.63	5.09	4.75		4.75	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	35	South-eastern Asia	1	116	Cambodia	KHM	1	104.922836	12.71163737	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	120	Cameroon	CMR	1	12.7419827	5.692387031	Incidents per 100,000 population	0			[2009-2014]: Break in the time series.	[2009-2014]: Discontinuité dans la série.	[2009-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							6.82	9.97	11.28	9.21	3.03	3.09		3.09	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	21	Northern America	1	124	Canada	CAN	1	-101.6575058	57.72360191	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	82.69	80.51	81.68	77.4	74.32	75.0	73.55	78.81	77.21	76.98	75.02	73.6	75.97	75.97	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	132	Cabo Verde	CPV	1	-23.63544151	15.07791834	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								41.4	43.02	52.51	46.92	41.06	42.27	42.27	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	136	Cayman Islands	CYM	0	-81.16740559	19.32266656	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	140	Central African Republic	CAF	1	20.93559492	7.003720791	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	34	Southern Asia	1	144	Sri Lanka	LKA	1	80.70489654	7.614693343	Incidents per 100,000 population	0					[2008-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2008-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.						3.73	3.85	4.37	4.07	4.38	4.77			4.77	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	148	Chad	TCD	1	18.66618401	15.36279341	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	152	Chile	CHL	1	-71.23029019	-35.2652885	Incidents per 100,000 population	0					[2006-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				62.24	63.64	76.57	78.3	76.46	91.16	94.95	83.93	70.85	65.57	65.57	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	30	Eastern Asia	1	156	China	CHN	1	104.1403375	32.30955217	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	170	Colombia	COL	1	-73.07446751	3.888209046	Incidents per 100,000 population	0			[2004-2015]: Break in the time series.	[2004-2015]: Discontinuité dans la série.	[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		10.18	10.61	15.54	16.09	15.2	17.05	14.82	17.61	24.32	24.49	26.47	45.07	45.07	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	174	Comoros	COM	1	43.34234565	-11.66121732	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	175	Mayotte	MYT	0	45.14015057	-12.82217691	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	178	Congo	COG	1	15.22052612	-0.840544119	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	180	Democratic Republic of the Congo	COD	1	23.65496507	-2.877154732	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	61	Polynesia	1	184	Cook Islands	COK	0	-159.7711391	-21.22696458	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	188	Costa Rica	CRI	1	-84.19712782	9.970998683	Incidents per 100,000 population	0					[2006-2013]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2006-2013]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.				115.62	122.05	127.4	144.87	143.25	141.35	134.29	154.66			154.66	2013
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	39	Southern Europe	1	191	Croatia	HRV	1	17.95874553	45.45172212	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	12.5	11.06	14.21	13.96	15.63	17.52	15.19	9.2	8.79	8.0	13.48	14.19	14.27	14.27	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	192	Cuba	CUB	1	-79.54460144	22.10030366	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	145	Western Asia	1	196	Cyprus	CYP	1	33.22285964	35.05659437	Incidents per 100,000 population	0					[2004-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2004-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.		13.49	10.85	9.63	12.04	9.01	7.15	7.16	6.9	6.11	4.12	4.42	8.58	8.58	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	151	Eastern Europe	1	203	Czechia	CZE	1	15.33151382	49.73913871	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	18.59	18.69	18.07	15.72	16.35	16.16	16.54	12.73	13.82	13.37	13.44	13.55	13.46	13.46	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	11	Western Africa	1	204	Benin	BEN	1	2.339933594	9.65401646	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	208	Denmark	DNK	1	9.326571283	56.03829721	Incidents per 100,000 population	0					[2010-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2010-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.								36.21	33.46	33.99	32.77	33.79	38.38	38.38	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	212	Dominica	DMA	1	-61.3493756	15.43391378	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	29	Caribbean	1	214	Dominican Republic	DOM	1	-70.49847576	18.89832088	Incidents per 100,000 population	0					[2012,2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2012,2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.										0.52		2.83		2.83	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	218	Ecuador	ECU	1	-78.37005241	-1.447785891	Incidents per 100,000 population	0					[2009-2014]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2014]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							25.13	24.45	23.83	26.47	24.7	19.02		19.02	2014
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	13	Central America	1	222	El Salvador	SLV	1	-88.86862995	13.73603564	Incidents per 100,000 population	0			[2009-2015]: Break in the time series.	[2009-2015]: Discontinuité dans la série.	[2009-2015]: United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	[2009-2015]: Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.							31.84	36.95	45.25	57.1	51.12	41.87	72.47	72.47	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	17	Middle Africa	1	226	Equatorial Guinea	GNQ	1	10.46535826	1.565792376	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	231	Ethiopia	ETH	1	39.63505296	8.631223181	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	14	Eastern Africa	1	232	Eritrea	ERI	1	38.11074289	16.12894644	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	233	Estonia	EST	1	25.84093481	58.68487172	Incidents per 100,000 population	0					United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	15.66	38.58	29.65	26.23	18.15	27.46	23.13	20.64	23.42	30.21	28.86	25.76	42.89	42.89	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	234	Faroe Islands	FRO	0	-7.122044325	62.21228119	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	238	Falkland Islands (Malvinas)	FLK	0	-58.75246778	-51.74562601	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	54	Melanesia	1	242	Fiji	FJI	1	177.9660884	-17.83301566	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	154	Northern Europe	1	246	Finland	FIN	1	23.308447	61.91586738	Incidents per 100,000 population	0			Break in the time series.	Discontinuité dans la série.	United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	30.32	33.76	36.58	51.8	43.98	54.68	41.29	45.03	60.27	64.72	60.7	54.77	54.0	54.0	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	155	Western Europe	1	250	France	FRA	1	2.457288129	46.62660861	Incidents per 100,000 population	0			Break in the time series.	Discontinuité dans la série.	United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019.	Office des Nations Unies contre la drogue et le crime (ONUDC), Vienne, base de données statistiques de l’ONUDC, dernier accès mars 2019.	42.67	43.11	38.97	37.11	37.52	38.57	37.12	36.47	37.73	42.14	43.51	48.28	52.06	52.06	2015
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	5	South America	1	254	French Guiana	GUF	0	-53.23619089	3.922673437	Incidents per 100,000 population	0																					
11	Crime	Criminalité	crime	104	Intentional homicides and other crimes	Total national sexual violence rate	SYB104	61	Polynesia	1	258	French Polynesia	PYF	0	-149.4052367	-17.67709294	Incidents per 100,000 population	0																					
