goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	784	United Arab Emirates	145	Western Asia	Country	ARE	1	53.98279159	23.43322219		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	79.851	92.546	94.565	98.794	105.022	111.145	115.049	124.187	146.52	148.543	154.59	158.154	168.505	176.752	176.42	186.576	191.805	191.805	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	788	Tunisia	015	Northern Africa	Country	TUN	1	9.572737411	34.11439971		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	17.638	18.508	18.526	18.341	19.046	19.473	20.164	20.978	21.058	21.139	23.294	22.245	23.474	23.645	25.036	25.615	25.167	25.167	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	792	Turkey	145	Western Asia	Country	TUR	1	35.42890329	38.9899684		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	201.222	182.686	192.605	203.147	207.401	215.893	240.255	266.198	262.367	261.279	267.846	287.199	298.433	285.183	307.172	318.974	338.763	338.763	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	795	Turkmenistan	143	Central Asia	Country	TKM	1	58.9787665	40.0912346		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	36.666	37.906	39.734	44.234	46.599	48.103	49.212	55.833	56.461	49.959	56.92	61.796	64.094	65.505	67.017	69.105	68.972	68.972	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	796	Turks and Caicos Islands	029	Caribbean	Country	TCA	0	-71.745121	21.80780585																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	798	Tuvalu	061	Polynesia	Country	TUV	1	178.6679611	-7.460048071																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	800	Uganda	014	Eastern Africa	Country	UGA	1	32.39100438	1.279557331																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	804	Ukraine	151	Eastern Europe	Country	UKR	1	31.40270802	49.00735945		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	295.116	298.078	301.124	326.071	302.379	290.246	298.078	305.735	294.792	249.469	266.304	279.519	273.893	265.072	234.207	187.626	197.719	197.719	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	807	North Macedonia	039	Southern Europe	Country	MKD	1	21.7007909	41.60048068		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	8.522	8.671	8.129	8.829	8.543	8.917	8.913	9.34	9.125	8.502	8.32	9.149	8.793	7.854	7.437	7.134	6.909	6.909	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	818	Egypt	015	Northern Africa	Country	EGY	1	29.77468534	26.57438204		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	99.745	111.416	113.151	117.468	128.169	144.676	152.19	163.618	170.909	174.489	176.465	182.7	189.112	189.222	193.376	199.568	204.805	204.805	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	826	United Kingdom of Great Britain and Northern Ireland	154	Northern Europe	Country	GBR	1	-2.23830539	53.27691757		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	520.563	535.303	521.177	533.472	533.391	531.649	532.9	521.733	507.897	460.084	476.626	439.179	461.442	447.003	408.663	393.462	371.139	371.139	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	831	Guernsey	830	Channel Islands	Country	GGY	0	-2.200712402	49.71561166																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	832	Jersey	830	Channel Islands	Country	JEY	0	-2.136773508	49.22353354																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	833	Isle of Man	154	Northern Europe	Country	IMN	0	-4.538190305	54.22880901																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	834	United Republic of Tanzania	014	Eastern Africa	Country	TZA	1	34.80521182	-6.265332606		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	2.61	2.766	3.154	3.296	4.572	5.055	5.387	5.202	5.321	5.101	6.131	7.838	9.934	10.28	10.371	11.619	10.59	10.59	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	840	United States of America	021	Northern America	Country	USA	1	-99.13830311	39.5277871		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	5729.875	5702.169	5545.478	5610.75	5688.778	5703.22	5602.45	5686.716	5512.513	5120.69	5352.12	5128.178	4903.01	5038.524	5046.565	4919.62	4833.081	4833.081	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	850	United States Virgin Islands	029	Caribbean	Country	VIR	0	-64.76960113	17.73297693																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	854	Burkina Faso	011	Western Africa	Country	BFA	1	-1.742843829	12.27491081																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	858	Uruguay	005	South America	Country	URY	1	-56.01387025	-32.8002838		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	5.091	4.546	4.15	4.076	5.202	5.152	6.083	5.572	7.468	7.453	5.96	7.224	8.187	7.115	6.268	6.375	6.326	6.326	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	860	Uzbekistan	143	Central Asia	Country	UZB	1	63.11944558	41.77560518		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	113.981	115.471	119.699	114.937	112.057	107.161	109.494	109.919	109.821	99.798	97.6	106.357	108.23	96.789	98.424	88.597	85.332	85.332	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	862	Venezuela (Bolivarian Republic of)	005	South America	Country	VEN	1	-66.15642084	7.121324748		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	116.21	123.344	122.717	122.557	127.776	137.702	133.589	129.851	159.402	160.509	171.469	145.719	164.036	152.193	151.608	140.539	127.351	127.351	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	876	Wallis and Futuna Islands	061	Polynesia	Country	WLF	0	-176.2034788	-13.28471201																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	882	Samoa	061	Polynesia	Country	WSM	1	-172.4430749	-13.61541469																															
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	887	Yemen	145	Western Asia	Country	YEM	1	45.22389143	15.22242099		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	13.349	14.517	14.563	16.842	17.846	18.836	18.893	20.003	21.255	23.468	22.389	19.805	18.119	24.648	24.15	11.357	9.216	9.216	2016
9	9.4	9.4.1	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	2019.Q3.G.01	894	Zambia	014	Eastern Africa	Country	ZMB	1	27.850329	-14.59701056		TONNES_M	Millions of tonnes			G	Global			IEA (2018), CO2 Emissions from Fuel Combustion. https://www.iea.org/statistics		E: Estimated data	1.654	1.749	1.831	1.944	1.951	2.121	1.958	1.332	1.508	1.573	1.637	1.983	2.718	2.853	3.189	3.311	3.644	3.644	2016
