goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2005	value_2010	value_2015	value_latest_year	latest_year
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	333.0	332.0	331.0	332.0	332.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	6.3	6.3	6.3	6.3	6.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	667.3	674.2	681.2	683.4	683.4	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	1.0	1.0	1.0	1.0	1.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2606.002	2655.647	2705.291	2754.935	2754.935	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	60091.0	58734.0	56209.0	54764.0	54764.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	2185.0	2185.0	2185.0	2185.0	2185.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	12535.0	11943.0	11351.0	10840.0	10840.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																		
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	521274.0	506734.0	498458.0	493538.0	493538.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	1459.301	1416.53	1391.391	1366.3	1366.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	2268.0	2241.0	2213.0	2185.0	2185.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	3.67	3.66	3.64	3.62	3.62	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	397.0	389.0	380.0	380.0	380.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	3375.0	3651.0	3737.0	3823.0	3823.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	34868.0	33321.0	31773.0	29041.0	29041.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	198.0	181.0	253.0	276.0	276.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	8273.0	8436.0	8534.0	8633.5	8633.5	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	11546.0	10731.0	10094.0	9457.0	9457.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	22116.0	21016.0	19916.0	18816.0	18816.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	347802.0	347576.0	347302.0	347069.0	347069.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	82.09	83.59	85.09	89.903	89.903	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	12.7	12.7	12.7	12.7	12.7	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	22404.0	22326.0	22248.0	22170.0	22170.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2192.0	2118.0	2103.0	2070.0	2070.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	6326.0	6141.0	5508.0	4875.0	4875.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	15834.0	16042.0	16231.0	17735.0	17735.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	177000.5	193043.9	200610.3	208321.3	208321.3	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	61798.44	60201.36	58635.32	58501.74	58501.74	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	45.0	42.0	39.0	37.0	37.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	8.73	7.76	6.79	5.82	5.82	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	22556.0	22471.0	22411.0	22334.0	22334.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	157249.0	155692.0	154135.0	152578.0	152578.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	15.1	15.1	15.1	15.1	15.1	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2376.0	2491.0	2605.0	2756.0	2756.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	1885.0	1903.0	1920.0	1922.0	1922.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2435.0	2697.0	2932.0	3200.0	3200.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	171.61	172.851	172.841	172.7	172.7	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2637.0	2647.0	2657.0	2667.0	2667.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	5061.0	4811.0	4561.0	4311.0	4311.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	585.5	557.7	587.1	612.2	612.2	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	47.33	45.99	44.66	43.33	43.33	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	1486.0	1652.0	1817.0	1983.0	1983.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	13728.916	13335.236	12941.556	12547.876	12547.876	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	332.0	309.0	287.0	265.0	265.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	1743.0	1685.0	1626.0	1568.0	1568.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	13705.0	13000.0	12296.0	12499.0	12499.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	1576.0	1554.0	1532.0	1510.0	1510.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2243.0	2252.0	2234.0	2232.0	2232.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.083	0.083	0.083	0.083	0.083	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.0	0.0	0.0	0.0	0.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	980.44	997.26	992.896	1017.195	1017.195	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	22445.0	22143.0	22218.0	22218.0	22218.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	15289.0	15861.0	16424.0	16989.0	16989.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	8182.0	8168.0	8138.0	8130.0	8130.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	105.0	130.0	155.0	155.0	155.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576		HA_TH	Thousands of hectares			G	Global	[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant						2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161		HA_TH	Thousands of hectares			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	5.6	5.6	5.6	5.6	5.6	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	22000.0	22000.0	22000.0	23000.0	23000.0	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2760.6	2772.5	2822.4	2822.4	2822.4	2015
15	15.1	15.1.1	AG_LND_FRSTN	Forest area (thousands of hectares)	2019.Q3.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927		HA_TH	Thousands of hectares			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	461.0	471.0	480.0	488.0	488.0	2015
