goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_latest_year	latest_year
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	036	Australia	053	Australia and New Zealand	Country	AUS	1	134.3499412	-25.57717202		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	13573.49061	13046.90538	12431.71381	12228.55478	12303.25523	12166.50665	12260.72379	13192.07075	14023.84221	14304.19282	14527.95987	14505.3628	14505.3628	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	040	Austria	155	Western Europe	Country	AUT	1	14.14172472	47.58704857		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	629.341	630.63928	631.76349	630.15536	628.56143	628.49887	628.95534	627.75951	628.54227	632.70302	633.50546	633.21074	633.21074	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	044	Bahamas	029	Caribbean	Country	BHS	1	-78.05111663	24.69546597		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	992.05397	995.21383	1002.85941	1008.26501	997.64613	998.72885	999.41603	993.77379	1011.62514	1018.25936	1045.26012	1072.4225	1072.4225	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	048	Bahrain	145	Western Asia	Country	BHR	1	50.5490754	26.04407747		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	54.95642	54.6381	54.93601	55.40455	54.27772	53.53308	52.95059	52.7877	52.05227	51.93473	52.16977	52.38235	52.38235	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	050	Bangladesh	034	Southern Asia	Country	BGD	1	89.17660788	22.86961622		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	4523.7276	4566.506	4573.90148	4634.61651	4681.15383	4632.55055	4651.77323	4694.42825	4668.89358	4646.64516	4698.28112	4681.33294	4681.33294	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	051	Armenia	145	Western Asia	Country	ARM	1	44.93839317	40.29499741		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1308.42771	1313.77092	1318.80721	1322.67525	1324.21919	1326.49042	1328.58264	1331.62158	1331.43602	1333.30298	1332.7515	1333.44965	1333.44965	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	052	Barbados	029	Caribbean	Country	BRB	1	-59.5346489	13.13648273		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.22547	0.21933	0.22659	0.22907	0.23196	0.23026	0.23248	0.22342	0.22857	0.21281	0.19599	0.1875	0.1875	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	056	Belgium	155	Western Europe	Country	BEL	1	4.660976456	50.64104975		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	153.79968	153.1505	154.27477	152.93353	152.67322	151.48647	153.00609	153.44896	154.37827	155.67296	157.26763	157.50829	157.50829	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	060	Bermuda	021	Northern America	Country	BMU	0	-64.78155012	32.27881922		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	26.71006	26.70365	26.68361	26.61348	26.59161	26.58111	26.59816	26.62624	26.68713	26.69706	26.71	26.70611	26.70611	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	064	Bhutan	034	Southern Asia	Country	BTN	1	90.45098484	27.39598568		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	64.93772	70.94498	73.86495	73.94716	74.11156	73.76968	73.88699	74.03186	74.98595	75.25704	75.64224	73.34402	73.34402	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	068	Bolivia (Plurinational State of)	005	South America	Country	BOL	1	-64.66224284	-16.71273412		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	12197.44907	12471.46738	12159.11937	11825.47943	11924.15638	11631.4628	11029.68678	10714.59588	11219.81271	11191.25979	11309.46774	11693.76658	11693.76658	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	070	Bosnia and Herzegovina	039	Southern Europe	Country	BIH	1	17.78584332	44.16845548		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	196.7229	199.19052	198.60129	195.96702	196.72795	195.95445	194.35294	192.70329	191.52722	194.15297	196.92937	197.81335	197.81335	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	072	Botswana	018	Southern Africa	Country	BWA	1	23.81380223	-22.18810073		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	146.40147	111.06635	129.23501	130.49103	158.68243	151.84795	161.37649	147.22902	199.32025	246.67446	326.38068	383.65086	383.65086	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905																										
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	101995.6158	102718.7079	103944.9946	104712.7151	105274.0675	105593.4902	105666.4308	106051.7387	105793.141	105743.8027	105120.4814	104804.2107	104804.2107	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	278.60748	278.40356	280.80402	282.84931	283.95199	282.73844	287.14028	285.01367	284.53835	280.93969	282.94512	281.47659	281.47659	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071																										
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	265.54482	266.97802	266.50422	260.88867	264.84342	270.39918	269.99538	273.28767	277.84629	280.6328	289.53019	298.62019	298.62019	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5.45685	5.53282	5.42761	5.3605	5.28643	5.27785	5.36455	5.44585	5.44482	5.39541	5.47329	5.48228	5.48228	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	62.20627	61.89574	62.07559	62.41349	62.11602	62.16716	62.70001	62.85046	62.81532	62.76921	62.7583	62.25686	62.25686	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1009.99853	1020.79992	1031.1946	1032.84625	1037.25842	1035.7757	1034.75446	1027.55887	1027.03925	1030.47568	1034.22091	1028.1105	1028.1105	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5852.14611	5983.03607	6070.29251	6225.56506	6390.09668	6462.65693	6432.53682	6512.0676	6490.37279	6412.12268	6478.61588	6513.83324	6513.83324	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1953.93672	1953.48207	1952.62132	1952.30631	1951.93206	1951.56674	1951.63687	1952.13219	1952.66363	1953.34428	1954.30371	1955.11123	1955.11123	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1780.76382	1782.59765	1797.99298	1802.10468	1802.01694	1803.06354	1801.1227	1798.26424	1796.74802	1803.74056	1806.83531	1803.90194	1803.90194	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3605.87388	3542.4997	3530.26337	3534.6508	3542.8324	3578.78394	3613.55431	3625.21965	3639.67271	3596.77918	3594.40132	3430.47244	3430.47244	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1803.7431	1803.61625	1800.38803	1798.30083	1806.58421	1832.31829	1820.97651	1827.3577	1827.04427	1847.42	1844.69438	1845.24595	1845.24595	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	692513.7085	694235.6988	695458.961	696029.6375	696522.8467	696324.3883	695543.3279	694929.9154	691918.4453	692684.7833	693724.4266	695246.2939	695246.2939	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	267.39642	264.12305	263.84549	263.63084	257.87346	264.17542	259.49679	257.25172	253.11115	258.82771	265.59452	273.36393	273.36393	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	3.26321	3.10166	3.18223	3.16333	3.23168	3.29688	3.67462	3.67755	3.99321	4.00961	4.12407	4.26758	4.26758	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	422.73874	421.24726	419.18697	419.81406	413.25346	426.8742	426.99611	425.57169	424.83899	432.5346	431.73029	430.31845	430.31845	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	963.14446	964.42674	962.39911	987.12475	986.75667	986.26399	993.02924	997.1999	996.26855	1001.1786	1013.63959	1024.27987	1024.27987	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1382.72381	1372.51245	1352.38672	1334.59781	1339.11858	1328.15163	1316.81947	1329.58623	1332.23219	1320.78631	1337.49207	1359.06477	1359.06477	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	11965.68087	12046.30307	12083.61699	12108.9788	12124.00433	12067.43028	12031.13429	11994.11978	11952.7159	11954.89725	11986.16333	11983.07531	11983.07531	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	102445.4597	103489.1557	105051.2367	106545.8803	106590.1284	107060.302	108019.5653	108537.9245	109661.3692	110909.9846	111558.4246	111671.1628	111671.1628	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473																										
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682																										
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	8788.2094	8638.24667	8868.33584	9076.74006	9394.89447	9586.97417	9631.21665	9773.54499	9855.76471	9735.04152	9493.85239	9336.0385	9336.0385	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	5.29068	5.32757	4.84772	4.95478	4.95188	5.08323	4.98753	5.43542	5.3673	5.52139	5.31063	5.48978	5.48978	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2.28011	2.36154	2.31576	2.25477	2.27848	2.45363	2.34469	2.27811	2.31957	2.31071	2.48522	2.61157	2.61157	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1576.94685	1569.10877	1576.29425	1601.71515	1573.40913	1595.09308	1604.36844	1605.33731	1605.53646	1638.46401	1640.6517	1639.74182	1639.74182	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	35734.49761	35684.6423	35555.22202	35507.68043	35430.18281	35642.18583	35725.10248	35820.02782	35842.9527	35873.18897	35808.22296	35769.39082	35769.39082	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.24261	0.14848	0.216	0.28649	0.21506	0.26913	0.49823	0.48142	0.41093	0.47007	0.43749	0.30684	0.30684	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	166.74333	165.01041	161.61505	158.90031	160.78253	162.9046	163.5405	165.76116	167.60148	166.87768	167.75591	168.31901	168.31901	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	625.735	630.25039	630.68332	625.71901	629.24526	626.67969	624.26555	620.12258	618.32447	622.74175	628.25548	630.13889	630.13889	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2432.68711	2441.79159	2455.02907	2460.94705	2446.98778	2503.84909	2528.94249	2535.85546	2545.8542	2537.53237	2547.21158	2543.51349	2543.51349	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	10.95812	12.14366	12.80391	12.4648	11.29712	10.48195	10.03597	10.41527	11.37861	12.87004	13.08416	13.36731	13.36731	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	483.87478	492.95921	497.91071	496.38641	500.13449	501.39338	503.62286	501.23538	502.66864	506.63106	505.79584	503.61804	503.61804	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	118.04259	117.89725	116.15292	114.89663	114.78424	114.69685	115.18541	115.84401	116.85859	117.80578	118.71874	118.41704	118.41704	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2382.38482	2386.24876	2392.63269	2397.48571	2396.55536	2396.21184	2398.12731	2399.08342	2399.48315	2406.43057	2411.06009	2415.19602	2415.19602	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	0.38139	0.37903	0.37299	0.36585	0.35185	0.3517	0.35212	0.35304	0.34734	0.34262	0.32999	0.31991	0.31991	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	322.14259	320.10953	328.44481	344.37516	369.91707	398.3711	423.57777	446.36819	466.04359	478.44059	481.12569	478.486	478.486	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	1788.73258	1769.14754	1747.34285	1750.41668	1777.23718	1843.90923	1822.20576	1850.7712	1854.01179	1898.81122	1915.2344	2012.78873	2012.78873	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	346.3304	347.30052	347.31599	349.59514	344.76621	345.40269	350.02057	348.05355	347.92335	346.41099	346.08412	340.0726	340.0726	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	106.71842	104.46624	97.50641	97.64647	96.28707	96.28276	97.68952	103.47592	104.55473	105.94966	108.06086	109.96853	109.96853	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	6771.09968	6725.6251	6676.67546	6650.5646	6645.57755	6663.99561	6702.92891	6765.80874	6815.12757	6851.4561	6895.47423	6896.82778	6896.82778	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	30.20589	31.15948	32.06284	32.85702	33.86663	34.74919	36.09737	37.07464	38.14665	39.50469	44.37927	47.53457	47.53457	2016
6	6.6	6.6.1	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2019.Q3.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172		KM2	Square kilometers			G	Global			Global Surface Water Explorer extraction for UN Environment		E: Estimated data	2069.24871	2068.94209	2069.54211	2070.69096	2069.79393	2067.47935	2065.83601	2064.28895	2063.62537	2062.58632	2062.25734	2062.75045	2062.75045	2016
