goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2017	value_latest_year	latest_year
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		PT	Percentage			G	Global			Environment Live		C: Country data	43.33	43.33	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172		PT	Percentage			G	Global			Environment Live		C: Country data	100.0	100.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566		PT	Percentage			G	Global			Environment Live		C: Country data	100.0	100.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738		PT	Percentage			G	Global			Environment Live		C: Country data	76.06	76.06	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743		PT	Percentage			G	Global			Environment Live		C: Country data	38.99	38.99	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	324	Guinea	011	Western Africa	Country	GIN	1	-11.28173419	11.00210343															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	328	Guyana	005	South America	Country	GUY	1	-58.97322037	4.788012784															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	332	Haiti	029	Caribbean	Country	HTI	1	-72.33640958	18.40426539															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	334	Heard Island and McDonald Islands	053	Australia and New Zealand	Country	HMD	0	73.52633626	-53.09106147															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	336	Holy See	039	Southern Europe	Country	VAT	0	12.45315803	41.90343751															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448		PT	Percentage			G	Global			Environment Live		C: Country data	57.66	57.66	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054		PT	Percentage			G	Global			Environment Live		C: Country data	61.69	61.69	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857		PT	Percentage			G	Global			Environment Live		C: Country data	92.08	92.08	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539		PT	Percentage			G	Global			Environment Live		C: Country data	37.5	37.5	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278		PT	Percentage			G	Global			Environment Live		C: Country data	35.5	35.5	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023		PT	Percentage			G	Global			Environment Live		C: Country data	87.29	87.29	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	417	Kyrgyzstan	143	Central Asia	Country	KGZ	1	74.52324839	41.46204516															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	418	Lao People's Democratic Republic	035	South-Eastern Asia	Country	LAO	1	101.9901968	20.27482773															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	422	Lebanon	145	Western Asia	Country	LBN	1	35.89391711	33.92152458		PT	Percentage			G	Global			Environment Live		C: Country data	50.0	50.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814		PT	Percentage			G	Global			Environment Live		C: Country data	16.67	16.67	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636		PT	Percentage			G	Global			Environment Live		C: Country data	64.41	64.41	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005		PT	Percentage			G	Global			Environment Live		C: Country data	80.0	80.0	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309		PT	Percentage			G	Global			Environment Live		C: Country data	55.39	55.39	2017
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	446	China, Macao Special Administrative Region	030	Eastern Asia	Country	MAC	0	113.5665388	22.1237259															
6	6.3	6.3.2	EN_H2O_WBAMBQ	Proportion of bodies of water with good ambient water quality (%)	2019.Q3.G.01	450	Madagascar	014	Eastern Africa	Country	MDG	1	46.6982339	-19.38514785		PT	Percentage			G	Global			Environment Live		C: Country data	90.91	90.91	2017
