goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2005	value_2010	value_2015	value_latest_year	latest_year
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	-0.40631	-0.46707	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	1.58454	0.46673	0.45608	0.45608	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.90353	-0.94691	-1.78209	-1.78209	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.77938	6.92725	1.75546	1.75546	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.39098	0.23127	0.2321	0.2321	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.45338	-1.21645	-1.29526	-1.29526	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.01516	-1.06945	-1.12989	-1.12989	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.013	-0.01577	-0.01342	-0.01342	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.36281	0.35635	1.10651	1.10651	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.0	0.0	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.06973	-0.06997	-0.07022	-0.07022	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.68449	-0.14205	-0.31583	-0.31583	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.59185	-2.15222	-2.41206	-2.41206	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.26136	0.23453	1.78814	1.78814	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	1.75045	0.7719	0.7572	0.7572	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.52229	-0.52577	-0.0456	-0.0456	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	-1.37038	-1.47123	-1.04735	-1.04735	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	-2.32813	-2.63528	-3.03597	-3.03597	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.07548	-0.05346	-0.06881	-0.06881	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.19882	-0.20082	-0.20285	-0.20285	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.0	0.0	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.9498	0.89899	1.13333	1.13333	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.19026	0.17803	0.02082	0.02082	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2.0649	1.68493	1.76471	1.76471	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.14421	-0.00116	-0.01632	-0.01632	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.07573	0.07544	0.07516	0.07516	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.00807	-1.06159	-1.12111	-1.12111	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.96818	1.03278	0.84079	0.84079	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	-0.57276	-0.5852	-0.60284	-0.60284	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	2.14056	1.92224	1.76386	1.76386	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.5802	-0.59753	-0.61594	-0.61594	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.42561	-1.46632	-1.58239	-1.58239	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.67456	-0.71032	-0.72381	-0.72381	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-1.05067	-1.10733	0.32803	0.32803	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	-0.28076	-0.28476	-0.28887	-0.28887	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.08012	-0.16037	-0.01791	-0.01791	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.0	0.0	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	Forest area = 0, changerate cannot be calculated	FAO, Global Forest Resources Assessment		E: Estimated data					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.34078	-0.08767	0.48473	0.48473	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.27056	0.06765	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.7373	0.70005	0.67874	0.67874	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	-0.03424	-0.07357	-0.01967	-0.01967	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	4.36402	3.58042	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576	PERCENT	Percentage			G	Global	[2005]: NA // [2010]: NA // [2015]: NA	NA = A figure was not provided.	FAO, Global Forest Resources Assessment		N: Non-relevant					2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.0	0.0	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.0	0.0	0.893	0.893	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.08606	0.3574	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.43012	0.37928	0.33113	0.33113	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	PERCENT	Percentage			G	Global		FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data	0.19746	0.0	0.0	0.0	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.05279	0.04388	0.01752	0.01752	2015
15	15.2	15.2.1	AG_LND_FRSTCHG	Forest area net change rate (%)	2019.Q2.G.01	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185	PERCENT	Percentage			G	Global		Official country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data	0.3212	0.31176	0.30697	0.30697	2015
