goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	ageCode	ageDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	074	Bouvet Island	005	South America	Country	BVT	0	3.410732868	-54.43295905	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	076	Brazil	005	South America	Country	BRA	1	-53.08432878	-10.77668561	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	104.79984	108.24354	106.7809	108.92767	111.39839	113.91129	118.35673	115.74889	114.766	117.78193	117.24558	114.27232	111.41948	106.78065	106.78065	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	084	Belize	013	Central America	Country	BLZ	1	-88.70199554	17.19965901	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	28.08989	29.4975	31.22926	32.7957	34.2203	35.52949	37.22972	38.78142	37.99787	40.33124	40.79846	40.38173	40.0487	38.91762	38.91762	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	086	British Indian Ocean Territory	014	Eastern Africa	Country	IOT	0	72.38715553	-7.299281071	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	090	Solomon Islands	054	Melanesia	Country	SLB	1	160.1584117	-9.622391719	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	1.49112	1.45089	4.24006	5.51072	6.71858	7.21148	11.19545	11.23806	11.56506	11.26874	11.26878	11.54513	11.52418	12.03585	12.03585	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	092	British Virgin Islands	029	Caribbean	Country	VGB	0	-64.63294223	18.42256578	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	096	Brunei Darussalam	035	South-Eastern Asia	Country	BRN	1	114.6288563	4.49736984	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	34.94956	43.25555	46.5669	58.91372	71.57115	82.38572	82.00823	80.64653	92.3281	82.29485	80.96648	78.75152	75.25522	68.48651	68.48651	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	100	Bulgaria	151	Eastern Europe	Country	BGR	1	25.23763153	42.75731323	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	26.38914	34.4334	54.81715	67.51691	79.86493	87.61783	90.30712	93.55347	92.79647	93.4315	92.97677	92.4245	95.7001	95.12884	95.12884	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	104	Myanmar	035	South-Eastern Asia	Country	MMR	1	96.51752295	21.19332882	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data									0.09138	0.6114	1.69635	1.96587	2.67124	4.37892	4.37892	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	108	Burundi	014	Eastern Africa	Country	BDI	1	29.89080992	-3.366387428	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.0519	0.04966	0.04763	0.04572	0.06591	0.27496	0.51002	0.69403	0.96421	1.51954	1.47823	1.402	1.39618		1.39618	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	112	Belarus	151	Eastern Europe	Country	BLR	1	28.04940161	53.54193075	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	10.85853	15.39871	18.95167	25.6704	30.23822	33.35667	37.90064	41.18923	46.12	51.10791	54.69095	55.46356	55.25211	55.63346	55.63346	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	116	Cambodia	035	South-Eastern Asia	Country	KHM	1	104.922836	12.71163737	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		0.01197	0.74496	1.33618	3.72523	4.36027	5.2515	6.02958	7.17783	8.48118	10.9189	13.34121	14.48992	16.72859	16.72859	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	120	Cameroon	017	Middle Africa	Country	CMR	1	12.7419827	5.692387031	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.32756	0.6047	0.69739	0.89987	1.23059	1.55954	1.82441	2.37764	2.6221	3.20891	3.64082				3.64082	2014
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	124	Canada	021	Northern America	Country	CAN	1	-101.6575058	57.72360191	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	184.75959	197.92641	206.4792	211.98913	217.7378	216.20071	218.15571	207.5524	203.11102	220.50665	221.1951	220.65471	223.12333	227.82357	227.82357	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	132	Cabo Verde	011	Western Africa	Country	CPV	1	-23.63544151	15.07791834	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	13.00216	14.98229	19.87769	27.46055	34.39386	37.63167	42.53535	44.63256	46.90445	46.23327	47.53499	46.07139	45.70347	46.93888	46.93888	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	136	Cayman Islands	029	Caribbean	Country	CYM	0	-81.16740559	19.32266656	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	140	Central African Republic	017	Middle Africa	Country	CAF	1	20.93559492	7.003720791	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.0	0.0	0.0	0.0	0.12006	0.31596	0.66421	0.93759	0.93972	1.17756	0.66727	0.82075	1.11715	1.32247	1.32247	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	144	Sri Lanka	034	Southern Asia	Country	LKA	1	80.70489654	7.614693343	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data				9.35299	11.20912	12.61571	13.46435	15.1499	15.79798	16.47545	16.86835	17.16245			17.16245	2015
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	148	Chad	017	Middle Africa	Country	TCD	1	18.66618401	15.36279341	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.0	0.07802	0.07541	0.09108	0.28145	0.33945	0.42538	0.47375	0.39587	0.74822	0.9187	1.14383	1.40709	1.53636	1.53636	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	152	Chile	005	South America	Country	CHL	1	-71.23029019	-35.2652885	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	33.43405	39.51136	43.53768	49.12954	55.18599	58.25021	62.23539	65.28069	68.24009	64.56083	57.31952	56.7233	54.29362	52.97985	52.97985	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	156	China	030	Eastern Asia	Country	CHN	1	104.1403375	32.30955217	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data			9.56675	11.91448	15.48639	19.69887	24.66758	30.17458	37.36008	46.52417	54.75061	76.78764	81.45148	84.16226	84.16226	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	162	Christmas Island	053	Australia and New Zealand	Country	CXR	0	105.6426067	-10.4882473	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	166	Cocos (Keeling) Islands	053	Australia and New Zealand	Country	CCK	0	96.82633757	-12.18600682	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	170	Colombia	005	South America	Country	COL	1	-73.07446751	3.888209046	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data				24.51977	26.42308	27.85727	34.01241	31.673	35.1587	38.57526	40.08172	40.57728	41.1194	41.84011	41.84011	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	174	Comoros	014	Eastern Africa	Country	COM	1	43.34234565	-11.66121732	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.58347	0.56642	0.55053	1.07027	1.04048	1.51747	1.96747	6.94208	5.59169	5.8962	5.07711	4.94251	5.02573	4.89605	4.89605	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	175	Mayotte	014	Eastern Africa	Country	MYT	0	45.14015057	-12.82217691	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	178	Congo	011	Western Africa	Country	COG	1	15.22052612	-0.840544119	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	0.47446	0.50639	0.57924	0.64622	1.08302	1.33042	1.87593	2.32855	2.7237	3.57437	6.30698	7.54493			7.54493	2015
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	180	Democratic Republic of the Congo	017	Middle Africa	Country	COD	1	23.65496507	-2.877154732	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data						0.09812	0.40573	0.48815	0.65387	0.72188	1.1082	1.31347			1.31347	2015
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	184	Cook Islands	061	Polynesia	Country	COK	0	-159.7711391	-21.22696458	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	188	Costa Rica	013	Central America	Country	CRI	1	-84.19712782	9.970998683	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	25.66278	28.27471	31.26987	35.89841	38.29106	41.92917	43.72691	52.35718	54.29381	72.14113	79.61513	61.2269	63.87939	64.88362	64.88362	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	191	Croatia	039	Southern Europe	Country	HRV	1	17.95874553	45.45172212	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data		61.6312	70.34891	79.80256	89.16215	96.23751	101.56445	109.85548	113.00146	114.11833	117.0759	123.39765	127.81402	140.38165	140.38165	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	192	Cuba	029	Caribbean	Country	CUB	1	-79.54460144	22.10030366	Y_GE15	15 years old and over																											
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	196	Cyprus	145	Western Asia	Country	CYP	1	33.22285964	35.05659437	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	55.42126	57.16698	64.45989	63.47804	66.18781	69.85948	71.76002	69.92652	63.88659	52.89838	53.35035	51.20062	50.06621	48.52033	48.52033	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	203	Czechia	151	Eastern Europe	Country	CZE	1	15.33151382	49.73913871	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	31.72825	34.51275	37.52764	38.10001	38.2693	39.88406	41.65801	43.78759	45.71084	49.0608	49.60492	50.86944	52.64571	55.65099	55.65099	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data							2.51658	2.87475	3.59036	4.48818	4.52166	4.59799	4.84562		4.84562	2016
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	67.02342	68.13512	69.8902	70.39232	68.73	65.17744	63.13862	61.04724	58.7085	56.13239	53.99147	51.81747	49.85887	50.05735	50.05735	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	19.96635	21.70499	21.64982	18.00515	21.56849	35.86925	30.39882	46.31209	46.10253	49.40474	47.39285	41.90587	39.95174	36.27946	36.27946	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	19.05789	24.02914	24.47295	26.19341	26.7088	27.57344	28.48187	30.00183	31.21956	33.05497	33.9643	36.3022	38.00887	39.01521	39.01521	2017
8	8.10	8.10.1	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2019.Q2.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891	Y_GE15	15 years old and over	NUMBER	Number			G	Global			Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS		C: Country data	8.18764	8.05797	13.61097	34.83434	34.1472	43.23188	44.6977	47.07106	47.57034	49.23539	52.83243	53.98193	54.6497	50.28061	50.28061	2017
