goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_latest_year	latest_year
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2004]: Out of 1 local breeds, 100% are of unknown status // [2005-2008]: Out of 2 local breeds, 100% are of unknown status // [2009-2019]: Out of 10 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636	PERCENT	Percentage			G	Global		[2000]: Out of 3 local breeds, 0% are of unknown status // [2001-2002]: Out of 3 local breeds, 33% are of unknown status // [2003]: Out of 5 local breeds, 20% are of unknown status // [2004]: Out of 5 local breeds, 40% are of unknown status // [2005-2008]: Out of 5 local breeds, 60% are of unknown status // [2009-2012]: Out of 9 local breeds, 78% are of unknown status // [2013-2019]: Out of 22 local breeds, 18% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000,2003,2013-2014]: C: Country data // [2001-2002,2004-2012,2015-2019]: E: Estimated data	66.66667	50.0	50.0	50.0	66.66667	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 1 local breeds, 100% are of unknown status // [2009-2019]: Out of 3 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309	PERCENT	Percentage			G	Global	[2014]: NA // [2015]: NA	[2000]: Out of 11 local breeds, 0% are of unknown status // [2001-2002]: Out of 10 local breeds, 0% are of unknown status // [2003]: Out of 13 local breeds, 8% are of unknown status // [2004]: Out of 13 local breeds, 15% are of unknown status // [2005-2008]: Out of 13 local breeds, 23% are of unknown status // [2009-2011]: Out of 17 local breeds, 41% are of unknown status // [2012-2013,2016]: Out of 17 local breeds, 47% are of unknown status // [2014-2015]: Out of 17 local breeds, 100% are of unknown status // [2017]: Out of 17 local breeds, 35% are of unknown status // [2018-2019]: Out of 20 local breeds, 25% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003,2016-2018]: C: Country data // [2002,2004-2013,2019]: E: Estimated data // [2014-2015]: NA: Data nature not available	54.54545	70.0	70.0	50.0	54.54545	50.0	50.0	50.0	50.0	50.0	50.0	50.0	44.44444	44.44444			100.0	90.90909	93.33333	93.33333	93.33333	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA	[2000-2012]: No information on local breeds // [2013-2019]: Out of 114 local breeds, 0% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2012]: NA: Data nature not available // [2013]: C: Country data // [2014-2019]: E: Estimated data														99.12281	99.12281	99.12281	99.12281	99.12281	99.12281	99.12281	99.12281	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	446	China, Macao Special Administrative Region	030	Eastern Asia	Country	MAC	0	113.5665388	22.1237259	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	450	Madagascar	014	Eastern Africa	Country	MDG	1	46.6982339	-19.38514785	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 12 local breeds, 100% are of unknown status // [2009-2019]: Out of 17 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	454	Malawi	014	Eastern Africa	Country	MWI	1	33.4884625	-13.40819859	PERCENT	Percentage			G	Global		[2000-2008]: Out of 4 local breeds, 0% are of unknown status // [2009-2019]: Out of 14 local breeds, 71% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2013]: C: Country data // [2014-2019]: E: Estimated data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	458	Malaysia	035	South-Eastern Asia	Country	MYS	1	116.8346314	5.452415309	PERCENT	Percentage			G	Global	[2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA	[2000-2003]: Out of 12 local breeds, 92% are of unknown status // [2004-2005]: Out of 12 local breeds, 100% are of unknown status // [2006-2007]: Out of 13 local breeds, 100% are of unknown status // [2008]: Out of 15 local breeds, 100% are of unknown status // [2009]: Out of 19 local breeds, 100% are of unknown status // [2010-2016]: Out of 22 local breeds, 86% are of unknown status // [2017-2019]: Out of 24 local breeds, 79% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2002,2011-2016,2018-2019]: E: Estimated data // [2003,2010,2017]: C: Country data // [2004-2009]: NA: Data nature not available	0.0	0.0	0.0	0.0							100.0	100.0	100.0	100.0	100.0	100.0	100.0	80.0	80.0	80.0	80.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	462	Maldives	034	Southern Asia	Country	MDV	1	73.09672546	-0.614385021	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 1 local breeds, 100% are of unknown status // [2009-2019]: Out of 4 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	466	Mali	011	Western Africa	Country	MLI	1	-3.522016039	17.35311254	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 7 local breeds, 100% are of unknown status // [2009-2019]: Out of 57 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	470	Malta	039	Southern Europe	Country	MLT	1	14.44617519	35.89194275	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	Out of 2 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	474	Martinique	029	Caribbean	Country	MTQ	0	-60.91544135	14.56086108	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	478	Mauritania	011	Western Africa	Country	MRT	1	-10.33187259	20.26089546	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 3 local breeds, 100% are of unknown status // [2009-2019]: Out of 6 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	480	Mauritius	014	Eastern Africa	Country	MUS	1	57.568022	-20.28581998	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 1 local breeds, 100% are of unknown status // [2009-2019]: Out of 5 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	484	Mexico	013	Central America	Country	MEX	1	-102.5148166	23.93378032	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA	[2000-2001]: Out of 4 local breeds, 100% are of unknown status // [2002-2008]: Out of 9 local breeds, 100% are of unknown status // [2009]: Out of 31 local breeds, 100% are of unknown status // [2010-2015]: Out of 36 local breeds, 86% are of unknown status // [2016-2019]: Out of 37 local breeds, 84% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2009]: NA: Data nature not available // [2010,2014,2016-2018]: C: Country data // [2011-2013,2015,2019]: E: Estimated data											80.0	80.0	80.0	80.0	60.0	60.0	50.0	50.0	50.0	50.0	50.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	492	Monaco	155	Western Europe	Country	MCO	1	7.424214814	43.73532918	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	496	Mongolia	030	Eastern Asia	Country	MNG	1	103.0728057	46.83892054	PERCENT	Percentage			G	Global		[2000-2001]: Out of 23 local breeds, 96% are of unknown status // [2002-2008]: Out of 37 local breeds, 97% are of unknown status // [2009-2019]: Out of 41 local breeds, 98% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2012]: C: Country data // [2013-2019]: E: Estimated data	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	498	Republic of Moldova	151	Eastern Europe	Country	MDA	1	28.4650624	47.20236795	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2001]: Out of 7 local breeds, 100% are of unknown status // [2002-2008]: Out of 10 local breeds, 100% are of unknown status // [2009-2019]: Out of 17 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	499	Montenegro	039	Southern Europe	Country	MNE	1	19.25214024	42.78717043	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA	[2000-2007]: No information on local breeds // [2008]: Out of 2 local breeds, 0% are of unknown status // [2009]: Out of 4 local breeds, 25% are of unknown status // [2010]: Out of 5 local breeds, 20% are of unknown status // [2011]: Out of 10 local breeds, 10% are of unknown status // [2012-2015]: Out of 11 local breeds, 9% are of unknown status // [2016]: Out of 12 local breeds, 8% are of unknown status // [2017-2019]: Out of 13 local breeds, 8% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2007]: NA: Data nature not available // [2008-2018]: C: Country data // [2019]: E: Estimated data									50.0	66.66667	100.0	88.88889	80.0	80.0	80.0	80.0	81.81818	83.33333	83.33333	83.33333	83.33333	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	500	Montserrat	029	Caribbean	Country	MSR	0	-62.19261223	16.73558313	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	504	Morocco	015	Northern Africa	Country	MAR	1	-6.281942841	31.8440131	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2002]: Out of 11 local breeds, 100% are of unknown status // [2003]: Out of 12 local breeds, 100% are of unknown status // [2004]: Out of 13 local breeds, 100% are of unknown status // [2005-2008]: Out of 14 local breeds, 100% are of unknown status // [2009-2019]: Out of 42 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	508	Mozambique	014	Eastern Africa	Country	MOZ	1	38.18479941	-14.27963886	PERCENT	Percentage			G	Global		[2000-2008]: Out of 6 local breeds, 83% are of unknown status // [2009]: Out of 10 local breeds, 90% are of unknown status // [2010-2012]: Out of 11 local breeds, 82% are of unknown status // [2013-2017]: Out of 11 local breeds, 91% are of unknown status // [2018-2019]: Out of 11 local breeds, 73% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2001,2003-2009,2011,2013-2016,2019]: E: Estimated data // [2002,2010,2012,2017-2018]: C: Country data	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	512	Oman	145	Western Asia	Country	OMN	1	57.87743482	21.98805614	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA	[2000-2008]: No information on local breeds // [2009-2012]: Out of 18 local breeds, 100% are of unknown status // [2013-2019]: Out of 19 local breeds, 95% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2012]: NA: Data nature not available // [2013]: C: Country data // [2014-2019]: E: Estimated data														0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	516	Namibia	018	Southern Africa	Country	NAM	1	17.21907885	-22.13817068	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA	[2000-2008]: Out of 1 local breeds, 100% are of unknown status // [2009-2013]: Out of 6 local breeds, 100% are of unknown status // [2014-2019]: Out of 30 local breeds, 20% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2013]: NA: Data nature not available // [2014,2016]: C: Country data // [2015,2017-2019]: E: Estimated data															62.5	62.5	62.5	62.5	62.5	62.5	62.5	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	520	Nauru	057	Micronesia	Country	NRU	1	166.92313	-0.528742623	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	524	Nepal	034	Southern Asia	Country	NPL	1	83.94678863	28.25866332	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	[2000-2008]: Out of 11 local breeds, 100% are of unknown status // [2009-2019]: Out of 33 local breeds, 100% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	528	Netherlands	155	Western Europe	Country	NLD	1	5.331480568	51.86728884	PERCENT	Percentage			G	Global		[2000]: Out of 17 local breeds, 0% are of unknown status // [2001]: Out of 70 local breeds, 3% are of unknown status // [2002-2003]: Out of 71 local breeds, 3% are of unknown status // [2004-2006]: Out of 72 local breeds, 4% are of unknown status // [2007]: Out of 83 local breeds, 4% are of unknown status // [2008]: Out of 88 local breeds, 5% are of unknown status // [2009-2010]: Out of 92 local breeds, 9% are of unknown status // [2011]: Out of 93 local breeds, 11% are of unknown status // [2012]: Out of 99 local breeds, 13% are of unknown status // [2013]: Out of 100 local breeds, 12% are of unknown status // [2014-2015]: Out of 105 local breeds, 9% are of unknown status // [2016]: Out of 105 local breeds, 8% are of unknown status // [2017]: Out of 107 local breeds, 7% are of unknown status // [2018-2019]: Out of 108 local breeds, 7% are of unknown status	DAD-IS 2019 http://www.fao.org/dad-is/		[2000-2018]: C: Country data // [2019]: E: Estimated data	88.23529	94.11765	94.2029	95.65217	95.65217	95.65217	95.65217	91.25	91.66667	91.66667	91.66667	91.56627	90.69767	89.77273	91.66667	91.66667	91.75258	91.91919	92.0	92.0	92.0	2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	530	Netherlands Antilles	029	Caribbean	Country	ANT	0	-68.30676179	12.22720635																																	
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	531	Curaçao	029	Caribbean	Country	CUW	0	-68.95033464	12.15058042	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	533	Aruba	029	Caribbean	Country	ABW	0	-69.97050586	12.50878756	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
2	2.5	2.5.2	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2019.Q2.G.01	534	Sint Maarten (Dutch part)	029	Caribbean	Country	SXM	0	-63.06198692	18.03926508	PERCENT	Percentage			G	Global	[2000]: NA // [2001]: NA // [2002]: NA // [2003]: NA // [2004]: NA // [2005]: NA // [2006]: NA // [2007]: NA // [2008]: NA // [2009]: NA // [2010]: NA // [2011]: NA // [2012]: NA // [2013]: NA // [2014]: NA // [2015]: NA // [2016]: NA // [2017]: NA // [2018]: NA // [2019]: NA	No information on local breeds	DAD-IS 2019 http://www.fao.org/dad-is/		NA: Data nature not available																						2019
