topicId	topicName	tableId	tableName	seriesCode	seriesDesc	hub	units	multiplier	baseYear	multiplierDesc	personnelTypeCode	personnelTypeDesc	activityCode	activityDesc	speciesCode	speciesDesc	ODACode	ODADesc	urbanizationCode	urbanizationDesc	ageCode	ageDesc	sexCode	sexDesc	educationLevCode	educationLevDesc
19	Development assistance	103	Net disbursements of official development assistance from donors	SYB096	Net disbursements of official development assistance to developing countries and multilateral organizations as percent of GNI	79dc5d6c0e424fb2bcb19ec77a742e07	Percent of GNI	0																		
19	Development assistance	103	Net disbursements of official development assistance from donors	SYB097	Net disbursements of official development assistance to developing countries and multilateral organizations	8065c12d5211488c8641024ba14688f1	US dollars	6.0																		
20	Energy	65	Production, trade and supply of energy	SYB053	Change in energy stocks	c1e65b470517439aa20cc885f9c00a79	Petajoules	0																		
20	Energy	65	Production, trade and supply of energy	SYB054	Net energy imports [Imports - Exports - Bunkers]	d78a993f8f804607be4955d1217b85ee	Petajoules	0																		
20	Energy	65	Production, trade and supply of energy	SYB055	Primary energy production	17d2e797402744f5957179e55ae8a53c	Petajoules	0																		
20	Energy	65	Production, trade and supply of energy	SYB056	Supply of energy per capita	fbbfb40c9c764ddbae5c618639a99685	Gigajoules	0																		
20	Energy	65	Production, trade and supply of energy	SYB057	Total energy supply	c8e641cb9791484f8c4a2228967d999d	Petajoules	0																		
22	Health	117	Expenditure on health	SYB116	Current health expenditure as a percentage of GDP	565037320392406681529c7afd3bbeb4	Percent	0																		
22	Health	117	Expenditure on health	SYB117	Domestic general government health expenditure as a percent of government expenditure	79729a8c39d743c7bab4a10a842d4a12	Percent	0																		
22	Health	151	Health Personnel	SYB121	Health personnel	46b0b285f2f5495d851cb23659ad0133	Number	0				Dentists														
22	Health	151	Health Personnel	SYB121	Health personnel	46b0b285f2f5495d851cb23659ad0133	Number	0				Nurses and midwives														
22	Health	151	Health Personnel	SYB121	Health personnel	46b0b285f2f5495d851cb23659ad0133	Number	0				Pharmacists														
22	Health	151	Health Personnel	SYB121	Health personnel	46b0b285f2f5495d851cb23659ad0133	Number	0				Physicians														
22	Health	151	Health Personnel	SYB122	Health personnel per 1000 population	6ab9cedce0e5488bba16195f651edd5e	Number per 1000 population	0				Dentists														
22	Health	151	Health Personnel	SYB122	Health personnel per 1000 population	6ab9cedce0e5488bba16195f651edd5e	Number per 1000 population	0				Nurses and midwives														
22	Health	151	Health Personnel	SYB122	Health personnel per 1000 population	6ab9cedce0e5488bba16195f651edd5e	Number per 1000 population	0				Pharmacists														
22	Health	151	Health Personnel	SYB122	Health personnel per 1000 population	6ab9cedce0e5488bba16195f651edd5e	Number per 1000 population	0				Physicians														
